LogMonth,FilterID,Freq
201905,987,378
201905,988,28
201905,989,6
201905,991,8
201905,992,1
201905,993,7
201905,994,7
201905,995,1
201905,996,4
201904,1,170
201904,11,1389
201904,113,73
201904,117,266
201904,12,425
201904,132,1538
201904,135,6349
201904,139,9
201904,148,994
201904,149,788
201904,164,71
201904,172,5247
201904,174,70
201904,180,43
201904,189,3241
201904,220,1018
201904,225,1682
201904,231,2550
201904,242,32
201904,247,334
201904,249,1460
201904,260,3248
201904,264,3
201904,279,4706
201904,29,243
201904,294,6
201904,3,7557
201904,30,4498
201904,31,186
201904,316,290
201904,320,1445
201904,323,95
201904,33,308
201904,339,630
201904,34,492
201904,345,47
201904,346,218
201904,351,109
201904,354,1609
201904,358,9
201904,364,5382
201904,365,498
201904,380,3201
201904,384,14901
201904,39,702
201904,391,2106
201904,397,144
201904,420,109
201904,425,95
201904,432,3047
201904,46,1534
201904,464,2
201904,466,309
201904,478,123
201904,491,1668
201904,499,1462
201904,5,37
201904,50,1583
201904,51,1203
201904,52,9
201904,527,42293
201904,547,222
201904,550,3678
201904,559,96
201904,579,80
201904,58,22
201904,59,45
201904,597,4
201904,600,136
201904,602,363
201904,61,20149
201904,614,4336
201904,627,757
201904,630,480
201904,631,1694
201904,633,4139
201904,636,14163
201904,637,25
201904,642,5
201904,643,249
201904,655,271
201904,657,438
201904,664,354
201904,667,83
201904,68,14
201904,680,2014
201904,684,13
201904,686,5685
201904,694,2
201904,702,46
201904,711,757
201904,712,3916
201904,716,655
201904,718,7
201904,733,294
201904,735,346
201904,739,17
201904,752,2033
201904,753,962
201904,766,51
201904,767,3
201904,768,36
201904,777,63
201904,782,354
201904,783,24
201904,788,13
201904,79,842
201904,793,46
201904,797,1
201904,798,8
201904,799,1
201904,80,280
201904,803,1752
201904,806,683
201904,809,7
201904,812,49
201904,815,2
201904,821,4
201904,826,24
201904,828,14
201904,833,13828
201904,835,12
201904,837,513
201904,846,928
201904,847,15
201904,850,171
201904,856,21
201904,860,33
201904,861,37
201904,862,66
201904,864,11
201904,867,2241
201904,868,2
201904,869,413
201904,871,3
201904,874,372
201904,877,27
201904,878,501
201904,880,12
201904,881,7
201904,885,74
201904,887,351
201904,889,14
201904,890,481
201904,891,172
201904,892,517
201904,894,207
201904,898,156
201904,899,54
201904,901,11
201904,906,27
201904,909,14
201904,911,1
201904,915,7
201904,919,2
201904,921,195
201904,923,6
201904,926,160
201904,927,1
201904,928,24
201904,930,283
201904,931,1
201904,935,521
201904,936,19
201904,937,6
201904,942,1121
201904,944,106
201904,950,5
201904,953,68
201904,954,31
201904,955,56
201904,957,3916
201904,958,59
201904,960,41
201904,961,5
201904,963,177
201904,964,1774
201904,965,406
201904,966,477
201904,968,4
201904,969,37
201904,970,2667
201904,973,230
201904,974,76
201904,975,2
201904,978,117
201904,979,16
201904,98,389
201904,981,706
201904,982,84
201904,983,3
201904,984,14
201904,985,15
201904,986,20
201904,987,63
201903,1,67
201903,11,1433
201903,113,43
201903,117,226
201903,12,694
201903,126,220
201903,132,1657
201903,135,7542
201903,139,16
201903,148,504
201903,149,800
201903,164,88
201903,167,3
201903,172,5606
201903,174,115
201903,180,48
201903,189,3520
201903,220,1136
201903,225,1685
201903,231,2974
201903,242,12
201903,247,382
201903,249,1717
201903,260,3644
201903,264,13
201903,279,5136
201903,29,231
201903,294,5
201903,3,8751
201903,30,5363
201903,31,157
201903,316,265
201903,320,1515
201903,323,62
201903,33,393
201903,339,590
201903,34,513
201903,345,72
201903,346,214
201903,351,126
201903,354,1643
201903,364,5335
201903,365,634
201903,380,3481
201903,384,16465
201903,39,888
201903,391,1967
201903,397,126
201903,420,137
201903,425,122
201903,432,3686
201903,46,1730
201903,464,7
201903,466,370
201903,478,155
201903,491,1748
201903,499,1605
201903,5,53
201903,50,1874
201903,51,1292
201903,52,11
201903,527,30852
201903,547,138
201903,550,3650
201903,559,90
201903,579,98
201903,58,23
201903,59,40
201903,597,32
201903,600,159
201903,602,465
201903,61,20774
201903,614,5197
201903,627,612
201903,630,374
201903,631,1923
201903,633,5775
201903,636,14976
201903,637,54
201903,639,2
201903,642,2
201903,643,736
201903,650,611
201903,655,295
201903,657,424
201903,664,441
201903,667,241
201903,68,33
201903,680,2069
201903,686,5849
201903,694,5
201903,702,68
201903,711,735
201903,712,4205
201903,716,786
201903,733,503
201903,735,189
201903,739,7
201903,740,3
201903,752,2137
201903,753,1055
201903,762,2
201903,766,27
201903,767,17
201903,768,48
201903,777,89
201903,782,304
201903,783,42
201903,788,4
201903,79,812
201903,793,98
201903,797,1
201903,798,11
201903,799,17
201903,80,325
201903,803,1685
201903,806,1158
201903,809,28
201903,812,35
201903,815,7
201903,828,52
201903,833,13691
201903,837,593
201903,843,1
201903,846,729
201903,847,18
201903,850,192
201903,856,27
201903,860,21
201903,861,36
201903,862,39
201903,864,3
201903,865,8
201903,867,2391
201903,869,449
201903,871,15
201903,874,269
201903,877,23
201903,878,493
201903,881,7
201903,885,46
201903,887,527
201903,889,19
201903,890,641
201903,891,202
201903,892,179
201903,894,204
201903,898,188
201903,899,57
201903,900,3
201903,901,11
201903,906,40
201903,909,16
201903,911,10
201903,912,174
201903,914,2
201903,915,17
201903,916,7
201903,918,4
201903,919,13
201903,921,243
201903,923,3
201903,926,141
201903,927,3
201903,928,45
201903,929,4
201903,930,259
201903,931,104
201903,932,2
201903,935,650
201903,936,22
201903,937,34
201903,942,1279
201903,944,104
201903,950,61
201903,953,702
201903,954,46
201903,955,33
201903,957,3984
201903,958,21
201903,960,49
201903,961,5
201903,963,184
201903,964,1883
201903,965,488
201903,966,852
201903,967,11
201903,968,36
201903,969,10
201903,970,3695
201903,971,832
201903,972,16
201903,973,222
201903,974,53
201903,975,11
201903,978,493
201903,98,398
201902,1,1
201902,11,491
201902,113,38
201902,117,225
201902,12,579
201902,126,1736
201902,132,1508
201902,135,7240
201902,139,15
201902,148,53
201902,149,858
201902,164,90
201902,167,1
201902,172,5286
201902,174,71
201902,180,33
201902,189,3427
201902,2,3
201902,220,1098
201902,225,1871
201902,231,3157
201902,242,7
201902,247,425
201902,249,1582
201902,260,3461
201902,264,3
201902,279,4274
201902,29,244
201902,294,1
201902,3,5124
201902,30,4964
201902,31,169
201902,316,275
201902,320,1547
201902,323,224
201902,33,344
201902,339,659
201902,34,468
201902,345,110
201902,346,238
201902,351,192
201902,354,1383
201902,364,5028
201902,365,679
201902,380,3359
201902,384,16305
201902,39,805
201902,391,2143
201902,397,127
201902,420,100
201902,425,93
201902,432,3603
201902,46,1592
201902,466,270
201902,478,68
201902,491,1676
201902,499,1629
201902,5,31
201902,50,1743
201902,51,1282
201902,52,18
201902,527,23402
201902,547,133
201902,550,2920
201902,559,92
201902,579,90
201902,58,29
201902,59,47
201902,597,1
201902,600,35
201902,602,411
201902,61,20417
201902,614,3918
201902,627,585
201902,630,253
201902,631,1784
201902,633,17743
201902,636,13829
201902,639,2
201902,642,3
201902,643,461
201902,650,5628
201902,655,281
201902,657,362
201902,664,442
201902,667,97
201902,676,5
201902,68,45
201902,680,1905
201902,686,5764
201902,694,8
201902,702,53
201902,711,753
201902,712,5087
201902,716,791
201902,718,2
201902,733,419
201902,735,160
201902,739,14
201902,740,3
201902,751,2
201902,752,1872
201902,753,1051
201902,757,2
201902,762,8
201902,766,39
201902,767,11
201902,768,44
201902,777,85
201902,782,166
201902,783,27
201902,784,30
201902,788,20
201902,79,845
201902,793,102
201902,796,15
201902,797,1
201902,798,5
201902,799,3
201902,80,236
201902,803,1672
201902,806,727
201902,809,19
201902,812,15
201902,813,78
201902,815,9
201902,828,11
201902,833,12871
201902,835,3
201902,837,602
201902,846,610
201902,847,6
201902,850,108
201902,856,17
201902,860,18
201902,861,69
201902,862,19
201902,864,17
201902,865,7
201902,867,2021
201902,868,5
201902,869,413
201902,871,5
201902,874,426
201902,878,508
201902,881,39
201902,885,15
201902,887,454
201902,889,1
201902,890,574
201902,891,139
201902,892,107
201902,894,279
201902,898,167
201902,899,69
201902,900,2
201902,901,22
201902,906,8
201902,909,3
201902,911,9
201902,912,1226
201902,914,17
201902,915,35
201902,916,7
201902,918,35
201902,919,12
201902,921,222
201902,926,106
201902,928,29
201902,929,4
201902,930,231
201902,931,104
201902,932,7
201902,935,743
201902,936,32
201902,937,210
201902,942,861
201902,944,107
201902,946,6
201902,950,90
201902,951,15
201902,953,526
201902,954,58
201902,955,53
201902,957,2241
201902,958,52
201902,960,2
201902,961,106
201902,962,24
201902,963,86
201902,964,190
201902,965,68
201902,966,94
201902,967,4
201902,98,271
201901,1,35
201901,11,426
201901,113,42
201901,117,269
201901,12,652
201901,126,1874
201901,132,1727
201901,135,7164
201901,139,13
201901,148,54
201901,149,853
201901,164,51
201901,167,7
201901,172,5707
201901,174,76
201901,180,58
201901,189,3474
201901,2,93
201901,220,1273
201901,225,1817
201901,231,2822
201901,242,43
201901,247,474
201901,249,1572
201901,260,3388
201901,264,3
201901,279,4801
201901,29,237
201901,294,2
201901,3,4700
201901,30,5358
201901,31,165
201901,316,282
201901,320,1638
201901,323,261
201901,33,398
201901,339,711
201901,34,416
201901,345,127
201901,346,249
201901,351,120
201901,354,1417
201901,364,5830
201901,365,882
201901,380,3593
201901,384,17318
201901,39,778
201901,391,2446
201901,397,186
201901,420,157
201901,425,102
201901,432,3567
201901,46,1620
201901,464,2
201901,466,357
201901,478,78
201901,491,1845
201901,499,1603
201901,5,27
201901,50,1955
201901,51,1150
201901,52,31
201901,527,26346
201901,547,103
201901,550,3073
201901,554,5
201901,559,87
201901,579,70
201901,58,42
201901,59,43
201901,597,13
201901,602,439
201901,61,21658
201901,614,2594
201901,627,638
201901,630,213
201901,631,1796
201901,632,16
201901,633,20908
201901,636,14108
201901,637,4
201901,639,1
201901,642,5
201901,643,354
201901,650,6334
201901,651,2
201901,655,328
201901,657,383
201901,664,403
201901,667,79
201901,68,192
201901,680,2115
201901,686,6578
201901,694,1
201901,702,99
201901,711,756
201901,712,5852
201901,716,967
201901,721,26
201901,733,426
201901,735,237
201901,739,3
201901,740,1
201901,752,2163
201901,753,1022
201901,757,1
201901,762,8
201901,766,36
201901,767,9
201901,768,24
201901,777,83
201901,782,203
201901,783,23
201901,784,9
201901,788,13
201901,79,888
201901,793,107
201901,796,169
201901,798,4
201901,80,267
201901,803,1882
201901,806,956
201901,809,25
201901,812,61
201901,813,72
201901,815,5
201901,826,9
201901,828,67
201901,833,14053
201901,835,12
201901,837,633
201901,838,4
201901,843,8
201901,846,695
201901,847,9
201901,849,5
201901,850,135
201901,856,29
201901,860,43
201901,861,51
201901,862,7
201901,864,11
201901,865,11
201901,867,2353
201901,868,10
201901,869,464
201901,871,19
201901,874,235
201901,878,603
201901,881,7
201901,885,6
201901,887,390
201901,889,5
201901,890,673
201901,891,81
201901,892,23
201901,894,223
201901,896,7
201901,898,315
201901,899,70
201901,900,15
201901,901,10
201901,906,7
201901,909,6
201901,912,1192
201901,915,1
201901,916,13
201901,917,4
201901,918,54
201901,919,1
201901,921,212
201901,926,162
201901,927,6
201901,928,46
201901,930,224
201901,931,69
201901,932,2
201901,935,692
201901,936,11
201901,937,110
201901,942,931
201901,944,144
201901,946,181
201901,947,27
201901,951,153
201901,953,431
201901,954,59
201901,955,480
201901,956,8
201901,957,2068
201901,958,10
201901,959,82
201901,960,5
201901,98,279
201812,11,417
201812,113,34
201812,117,242
201812,12,621
201812,126,1804
201812,132,1340
201812,135,5700
201812,139,29
201812,148,53
201812,149,825
201812,164,76
201812,167,2
201812,172,4895
201812,174,72
201812,180,34
201812,189,2873
201812,220,1055
201812,225,1764
201812,231,2255
201812,242,17
201812,247,528
201812,249,1333
201812,260,3026
201812,264,9
201812,279,3281
201812,29,263
201812,294,3
201812,3,3728
201812,30,4410
201812,31,196
201812,316,251
201812,320,1445
201812,323,192
201812,33,264
201812,339,539
201812,34,419
201812,345,106
201812,346,300
201812,351,139
201812,354,1456
201812,364,4722
201812,365,685
201812,380,2998
201812,384,14246
201812,39,635
201812,391,2110
201812,397,185
201812,420,45
201812,425,111
201812,432,3188
201812,46,1099
201812,464,6
201812,466,332
201812,478,56
201812,491,1601
201812,499,1592
201812,5,39
201812,50,1796
201812,51,703
201812,52,24
201812,527,33727
201812,550,3340
201812,559,94
201812,579,70
201812,58,21
201812,59,56
201812,597,1
201812,602,371
201812,61,18612
201812,614,518
201812,627,605
201812,630,568
201812,631,1607
201812,632,46
201812,633,16664
201812,636,11932
201812,639,2
201812,642,7
201812,643,661
201812,650,5568
201812,655,278
201812,657,358
201812,664,364
201812,667,108
201812,68,175
201812,680,1697
201812,686,6131
201812,694,4
201812,702,65
201812,711,1152
201812,712,5101
201812,716,805
201812,721,71
201812,733,385
201812,735,214
201812,738,49
201812,739,3
201812,740,1
201812,752,1581
201812,753,962
201812,757,1
201812,762,6
201812,766,39
201812,767,5
201812,768,26
201812,777,115
201812,782,239
201812,783,25
201812,784,22
201812,787,16
201812,788,12
201812,79,710
201812,792,9
201812,793,153
201812,796,133
201812,797,5
201812,798,5
201812,80,231
201812,803,1667
201812,806,1222
201812,809,14
201812,812,21
201812,813,51
201812,815,10
201812,828,29
201812,833,13260
201812,835,18
201812,837,552
201812,846,1082
201812,847,4
201812,850,173
201812,856,35
201812,860,55
201812,861,20
201812,862,7
201812,864,23
201812,865,6
201812,867,2216
201812,868,8
201812,869,490
201812,871,7
201812,874,220
201812,878,445
201812,879,39
201812,881,8
201812,885,2
201812,887,369
201812,889,5
201812,890,502
201812,891,122
201812,892,177
201812,894,279
201812,898,180
201812,899,62
201812,901,16
201812,906,15
201812,909,6
201812,912,1057
201812,916,9
201812,917,10
201812,918,19
201812,919,8
201812,921,181
201812,923,4
201812,926,122
201812,927,4
201812,928,26
201812,929,1
201812,930,291
201812,931,202
201812,932,2
201812,935,720
201812,936,3
201812,937,121
201812,942,1084
201812,943,1
201812,944,134
201812,945,7
201812,946,136
201812,947,122
201812,948,331
201812,949,14
201812,951,17
201812,952,5
201812,953,16
201812,98,323
201811,102,315
201811,11,509
201811,113,35
201811,117,248
201811,12,693
201811,126,1651
201811,132,1680
201811,135,8283
201811,139,30
201811,148,81
201811,149,802
201811,164,76
201811,167,6
201811,172,5437
201811,174,94
201811,180,44
201811,189,3276
201811,220,1141
201811,225,2124
201811,231,3310
201811,242,49
201811,247,540
201811,249,1262
201811,260,3323
201811,264,20
201811,279,5101
201811,29,267
201811,294,6
201811,3,4569
201811,30,5191
201811,31,178
201811,316,284
201811,320,1726
201811,323,386
201811,33,323
201811,339,634
201811,34,458
201811,345,113
201811,346,228
201811,351,105
201811,354,1563
201811,364,5754
201811,365,781
201811,380,3808
201811,384,18290
201811,39,954
201811,391,2229
201811,397,158
201811,425,112
201811,432,4404
201811,46,1545
201811,464,11
201811,466,269
201811,478,79
201811,491,2096
201811,499,1276
201811,5,44
201811,50,2360
201811,51,894
201811,52,24
201811,527,33784
201811,550,3202
201811,554,13
201811,559,111
201811,579,99
201811,58,33
201811,59,39
201811,597,2
201811,602,394
201811,61,20764
201811,614,701
201811,627,585
201811,630,489
201811,631,1755
201811,632,47
201811,633,17791
201811,636,13541
201811,637,3
201811,643,449
201811,650,5835
201811,651,8
201811,655,299
201811,657,358
201811,664,460
201811,667,110
201811,68,203
201811,680,2126
201811,686,5859
201811,694,7
201811,702,71
201811,711,901
201811,712,5370
201811,716,865
201811,718,13
201811,721,81
201811,733,379
201811,735,314
201811,738,20
201811,739,10
201811,740,3
201811,751,2
201811,752,1801
201811,753,989
201811,757,7
201811,762,5
201811,766,34
201811,767,2
201811,768,29
201811,777,95
201811,782,260
201811,783,27
201811,784,29
201811,787,16
201811,788,12
201811,79,924
201811,793,280
201811,796,1427
201811,797,5
201811,798,10
201811,799,4
201811,80,277
201811,803,1742
201811,806,622
201811,809,51
201811,812,41
201811,813,96
201811,815,1
201811,826,27
201811,828,32
201811,833,13977
201811,835,9
201811,837,682
201811,838,11
201811,843,5
201811,846,644
201811,847,6
201811,850,190
201811,856,57
201811,860,57
201811,861,5
201811,862,6
201811,865,2
201811,867,2324
201811,868,28
201811,869,427
201811,871,20
201811,874,383
201811,878,459
201811,879,38
201811,880,2
201811,881,23
201811,883,1
201811,885,4
201811,886,217
201811,887,430
201811,888,18
201811,889,4
201811,890,663
201811,891,139
201811,892,220
201811,894,243
201811,897,3
201811,898,253
201811,899,49
201811,900,1
201811,901,21
201811,909,26
201811,912,1352
201811,915,12
201811,916,17
201811,917,48
201811,918,35
201811,919,12
201811,921,224
201811,923,7
201811,926,117
201811,928,33
201811,929,6
201811,930,304
201811,931,77
201811,932,3
201811,934,91
201811,935,530
201811,936,22
201811,937,111
201811,938,4
201811,940,13
201811,941,532
201811,942,330
201811,943,3
201811,944,96
201811,945,30
201811,98,364
201810,1,3
201810,102,416
201810,11,574
201810,113,29
201810,117,296
201810,12,685
201810,126,1773
201810,132,1668
201810,135,8479
201810,139,17
201810,148,83
201810,149,757
201810,164,80
201810,167,6
201810,172,5896
201810,174,131
201810,180,50
201810,189,3205
201810,220,1056
201810,225,2093
201810,231,3543
201810,242,43
201810,247,592
201810,249,1699
201810,260,3215
201810,264,7
201810,279,4810
201810,29,300
201810,294,3
201810,3,4819
201810,30,5693
201810,31,216
201810,316,282
201810,320,1889
201810,323,459
201810,33,391
201810,339,600
201810,34,552
201810,345,145
201810,346,286
201810,351,112
201810,354,1597
201810,364,4994
201810,365,809
201810,380,4386
201810,384,18393
201810,39,826
201810,391,1965
201810,397,144
201810,425,117
201810,432,4462
201810,46,1907
201810,464,29
201810,466,277
201810,478,135
201810,491,2149
201810,499,1304
201810,5,49
201810,50,2649
201810,51,2606
201810,52,56
201810,527,34935
201810,550,3079
201810,554,4
201810,559,100
201810,579,88
201810,58,30
201810,59,60
201810,602,411
201810,61,21196
201810,614,799
201810,627,673
201810,630,376
201810,631,1782
201810,632,109
201810,633,17600
201810,636,14116
201810,637,20
201810,639,8
201810,642,3
201810,643,456
201810,650,6122
201810,655,324
201810,657,383
201810,664,464
201810,667,91
201810,68,337
201810,680,574
201810,684,13
201810,686,5894
201810,702,67
201810,711,395
201810,712,5211
201810,716,910
201810,718,7
201810,721,76
201810,733,440
201810,735,252
201810,738,4
201810,739,10
201810,740,6
201810,752,2193
201810,753,986
201810,757,1
201810,762,8
201810,766,29
201810,767,10
201810,768,33
201810,777,106
201810,782,780
201810,783,29
201810,784,19
201810,788,23
201810,79,927
201810,793,81
201810,796,181
201810,798,10
201810,799,2
201810,80,307
201810,803,2019
201810,806,704
201810,809,7
201810,812,53
201810,813,67
201810,815,4
201810,826,49
201810,828,30
201810,833,13506
201810,835,77
201810,837,662
201810,838,2
201810,840,10
201810,843,2
201810,846,285
201810,847,15
201810,850,185
201810,856,32
201810,860,84
201810,861,10
201810,862,2
201810,864,43
201810,865,19
201810,867,2755
201810,869,420
201810,871,12
201810,874,506
201810,878,508
201810,879,47
201810,881,10
201810,885,2
201810,887,432
201810,890,506
201810,891,143
201810,892,54
201810,894,258
201810,898,226
201810,899,82
201810,901,15
201810,906,14
201810,909,22
201810,912,1146
201810,914,1
201810,915,36
201810,916,11
201810,917,18
201810,918,44
201810,919,3
201810,921,241
201810,923,1
201810,926,44
201810,928,37
201810,929,3
201810,930,332
201810,931,72
201810,932,1
201810,934,618
201810,935,530
201810,936,83
201810,937,45
201810,98,333
201809,1,6080
201809,102,610
201809,11,389
201809,113,20
201809,117,284
201809,12,516
201809,126,1707
201809,132,1460
201809,135,7048
201809,139,13
201809,148,90
201809,149,574
201809,164,74
201809,167,2
201809,172,4979
201809,174,44
201809,180,30
201809,189,2791
201809,220,1024
201809,224,1
201809,225,1864
201809,231,3038
201809,242,20
201809,247,521
201809,249,980
201809,260,2453
201809,264,4
201809,279,3977
