	af_id,	af_pattern,	af_user,	af_user_text,	af_timestamp,	af_enabled,	af_comments,	af_public_comments,	af_hidden,	af_hit_count,	af_throttled,	af_deleted,	af_actions,	af_global,	af_group
99,,1859,	Filzstift,	20190326075623,1,,	Verdacht auf Sperrumgehung: Jerry Dandridge,1,98,0,0,	disallow,0,	default
7,,1859,	Filzstift,	20130605150204,0,,	Namensnennung,1,97,0,1,	disallow,0,	default
138,,45468,	PDD,	20150125133707,0,,	Schutz vor Stalking: Fröhlicher Türke/JosFritz/Fiona Baine,1,96,0,0,	disallow,0,	default
186,,35543,	Lustiger seth,	20151116220429,1,,	Jux undTrollerei in Marc-Uwe Kling,1,95,0,0,	disallow,0,	default
272,,608538,	Schniggendiller,	20190121203750,1,,	möglicherweise unerwünschte Verschiebung,1,94,0,0,,0,	default
141,,45468,	PDD,	20150125133844,0,,"	Sperrumgehung, keine Besserung erkennbar: Revisionismus-Troll",1,93,0,0,,0,	default
46,"	action==""edit""
& article_namespace==4
& article_text contains ""Qualitätssicherung""
& (added_lines rlike ""[^|\[:][Ww]ikify"" | added_lines rlike ""[^|\[:]Vollprogramm""  | added_lines rlike ""[^|\[:][Ww]ikifizieren""  
 | added_lines rlike ""[^|\[:][CcKk]ats"" | added_lines rlike ""[^|\[:]URV"" )",492187,	Inkowik,	20150217162145,0,"	Freundlicher Hinweis beim Eintragen in die QS, dass nicht jeder den Wikipedia-Slang versteht",	Wikipedia-Slang-Hinweis,0,88,1,1,,0,	default
83,,1859,	Filzstift,	20190325125411,0,,	Phimose-Socken 2,1,84,0,1,"	warn,disallow",0,	default
100,,1859,	Filzstift,	20130605145853,0,,"	Sperrumgehung, keine Besserung erkennbar: Anomalie01",1,82,0,1,"	warn,disallow",0,	default
91,,2379,	Seewolf,	20111008091137,0,,"	Sperrumgehung, keine Besserung erkennbar: Vanillaninjafan",1,81,0,1,"	warn,disallow",0,	default
190,,39066,	MBq,	20151019122702,0,,	Rezepttrollblockade auf einigen Meta- und Benutzerseiten,1,81,0,0,	disallow,0,	default
96,,35543,	Lustiger seth,	20151116214434,0,,	Schutz vor Stalking (vor Virus11),1,80,0,0,"	warn,disallow",0,	default
118,,2379,	Seewolf,	20151112052744,0,,"	Sperrumgehung, keine Besserung erkennbar: TJMD",1,79,0,0,,0,	default
259,,608538,	Schniggendiller,	20181004060325,1,,	unerwünschte externe Links auf der Spielwiese,1,76,0,0,	disallow,0,	default
87,,1859,	Filzstift,	20130605150851,0,,"	Du bist nicht berechtigt, die Seite zu bearbeiten. Grund:",1,76,0,1,	disallow,0,	default
129,,1859,	Filzstift,	20130605151045,0,,	Sperrumgehung Alofok,1,74,0,1,,0,	default
174,,2379,	Seewolf,	20161010135845,0,,	Messina 1,1,74,0,1,	disallow,0,	default
258,,1859,	Filzstift,	20190325124606,1,,	Verdacht auf Sperrumgehung: Großer Hund,1,72,0,0,	disallow,0,	default
159,,1027462,	Ryan Kaldari (WMF),	20160818193047,0,,	Benutzerkonto-Neuanlagen: Schniggendiller-Troll,1,71,0,0,	disallow,0,	default
1,"	action == ""edit""
& user_name == ""seewolf""
& added_lines rlike ""seewolf""",2379,	Seewolf,	20140121152552,0,"	Testfilter

regel deaktiviert, da sie sonst nur unnoetig performance frisst. sie kann ja bei bedarf wieder aktiviert (und anschliessend wieder deaktiviert!) werden.",	Testfilter,0,70,0,1,,0,	default
265,,2379,	Seewolf,	20180715172238,1,,	Verdacht auf Putsch-Trollerei,1,67,0,0,	disallow,0,	default
105,,1859,	Filzstift,	20190325125252,0,,"	Sperrumgehung, keine Besserung erkennbar: Kurzzeitsperrenfan",1,67,0,1,"	warn,disallow",0,	default
98,,2379,	Seewolf,	20121004085003,0,,"	Sperrumgehung, keine Besserung erkennbar: Tram fan",1,66,0,1,"	warn,disallow",0,	default
130,,39066,	MBq,	20141103125606,0,,"	Sperrumgehung, keine Besserung erkennbar: Brummfuss",1,66,0,0,"	warn,disallow",0,	default
144,,1859,	Filzstift,	20140415095830,0,,	Haar-Troll,1,66,0,1,	warn,0,	default
80,,39066,	MBq,	20140531140353,0,,"	Sperrumgehung, keine Besserung erkennbar: Dr.-Volkmar-Weiss-Nachfolger",1,65,0,0,,0,	default
140,,2379,	Seewolf,	20150130121907,0,,	Anlage unerwünschter Artikel und Weiterleitungen,1,64,0,0,	disallow,0,	default
167,,2379,	Seewolf,	20151111090542,0,,	Erlösertroll,1,64,0,0,	disallow,0,	default
215,,2379,	Seewolf,	20181126094239,0,,	Verdacht auf Sperrumgehung Gonzo Greyskull,1,61,0,0,	disallow,0,	default
142,,35543,	Lustiger seth,	20160304204736,0,,	wow,1,57,0,1,,0,	default
145,,668530,	Wnme,	20130712160829,0,,"	Artikel-Feedback-Tool: Verhindern, dass E-Mail-Adressen hinzugefügt werden",1,55,0,1,"	warn,disallow,aftv5hide,aftv5request",0,	feedback
52,,2379,	Seewolf,	20121202141245,0,,	Auskunftstroll II,1,53,0,1,"	warn,disallow",0,	default
139,,2379,	Seewolf,	20151112053009,0,,"	Sperrumgehung, keine Besserung erkennbar: CAD-Troll",1,52,0,0,,0,	default
72,,2379,	Seewolf,	20150625082928,0,,"	Sperrumgehung, keine Besserung erkennbar: Diesel bzw. Diesel-Nachahmer",1,49,0,0,	disallow,0,	default
179,,2379,	Seewolf,	20151113160154,0,,	Sperrumgehung ReaperAlarm,1,47,0,0,	disallow,0,	default
126,"	action==""edit""
& ((user_age != 0 & user_editcount < 3) |
   (user_age == 0 & ip_in_range(user_name, ""84.58.192.0/19""))
  )
& (article_text rlike ""(Transrapid.*|.*Chemnitz.*|.+Hauptbahnhof|.*Zwickau.*)"" &
  (added_lines  rlike ""(Transrapid(strecke)?|[Ss]trecke).*(Chemnitz|Zwickau|Dresden)"")
  )",39066,	MBq,	20170111211051,0,,	Transrapid-Vandale,0,46,0,1,"	warn,disallow",0,	default
64,,1859,	Filzstift,	20130605150116,0,,"	Sperrumgehung, keine Besserung erkennbar: Auskunftstroll 1a",1,45,0,1,"	warn,disallow",0,	default
120,,2379,	Seewolf,	20150103090245,0,,"	Sperrumgehung, keine Besserung erkennbar: GG-Troll",1,42,0,1,"	warn,disallow",0,	default
191,"	!(""otrs-member"" in global_user_groups)
&!(user_name = 'Wdwdbot')
& (action == 'edit' | action == 'upload')
& (article_namespace == 6 | article_namespace == 1)
&!(lcase(old_wikitext) rlike '\{\{[\s_]*otrs[\s_]*(\}\}|\|)')
& lcase(new_wikitext) rlike '\{\{[\s_]*otrs[\s_]*(\}\}|\|)'",594114,	Krd,	20180817173057,1,"	2014-11-27 angelegt analog zu Filter 69 auf Commons. (Krd)
2016-02-25 Sichtbarkeit öffentlich, da keine Umgehungsmöglichkeit (Yellowcard)",	OTRS-Freigabe durch nicht-OTRS-Mitarbeiter hinzugefügt,0,42,0,0,,0,	default
223,"	!(""otrs-member"" in global_user_groups)
& action == 'edit'
& article_namespace == 2
&!(lcase(old_wikitext) rlike '\{\{[\s_]*(benutzerkonto[\s_]*verifiziert|otrs[\s_]*benutzerkonto[\s_]*geprüft)[\s_]*(\}\}|\|)')
&  lcase(new_wikitext) rlike '\{\{[\s_]*(benutzerkonto[\s_]*verifiziert|otrs[\s_]*benutzerkonto[\s_]*geprüft)[\s_]*(\}\}|\|)'",594114,	Krd,	20180817173332,1,"	2016-02-17 angelegt analog zu Filter 191 (krd)
2016-02-25: Sichtbarkeit öffentlich, da keine Umgehungsmöglichkeit (Yellowcard)",	OTRS-Benutzerverifizierung durch nicht-OTRS-Mitarbeiter hinzugefügt,0,42,0,0,,0,	default
229,,10166,	J budissin,	20170130193614,0,,"	Verhinderung von Kommentaren im Artikeltext (Kosovo, Serbien, Ukraine)",1,42,0,0,	disallow,0,	default
146,,2379,	Seewolf,	20150101141616,0,,"	Sperrumgehung, keine Besserung erkennbar:Liesbeth",1,39,0,1,	disallow,0,	default
220,,608538,	Schniggendiller,	20170114235326,1,,	Unsachliche Ergaenzung,1,39,0,0,	disallow,0,	default
127,,2379,	Seewolf,	20140602092256,0,,	SF-Troll,1,38,0,0,"	warn,disallow",0,	default
274,,2379,	Seewolf,	20190406190006,1,,	Unerwünschte Beiträge im Stadionbereich,1,37,0,0,	disallow,0,	default
260,"	action= ""upload""
& user_editcount < 4
& article_text rlike ""\.(?:mp3|ogg|flac)\b""",1859,	Filzstift,	20190325122522,1,"	2019-03-25 Filter auf public gestellt (auf Grund Beschreibung eh klar, was Filter tut)",	Kein Hochladen von Audio-Dateien durch neue Benutzer,0,35,0,0,	disallow,0,	default
42,,1859,	Filzstift,	20130605150217,0,,	Neue-Nachrichten-Vandalismus,1,35,0,1,	disallow,0,	default
128,,45468,	PDD,	20150127192654,0,,"	Sperrumgehung, keine Besserung erkennbar: Filliou",1,35,0,0,,0,	default
257,,1859,	Filzstift,	20190325124625,1,,	Verdacht auf Sperrumgehung: Drüfft,1,33,0,0,"	warn,disallow",0,	default
71,,2379,	Seewolf,	20121202140501,0,,"	Sperrumgehung, keine Besserung erkennbar: EvW",1,33,0,1,"	warn,disallow",0,	default
82,,35543,	Lustiger seth,	20170428224224,0,,	JavaScript-Linkspam,1,33,0,0,	disallow,0,	default
51,"	action==""edit""
& article_namespace == 0
& ip_in_range(user_name, ""79.226.0.0/16"")
& removed_lines contains ""Warschauer Pakt""",1859,	Filzstift,	20130605150047,0,"	05.06.2013: als gelöscht markiert, da seit langem deaktiviert

Der Warschauer Pakt / Vertrag - Troll (Seit April kein Einschlag, also erst mal aus).

Komplettsperre aller mit dem Warschauer Pakt verbundenen Seiten (ANR) für die /16er Range. Jetzt mit Warnung (Netzbereichssperre). 

Unschöne Side-Effects, aber immer noch besser als die Vollsperre der Range",	Warschauer Pakt,0,32,0,1,"	warn,disallow",0,	default
201,,608538,	Schniggendiller,	20180526223851,0,,	Bajotz-Troll,1,31,0,0,	disallow,0,	default
181,,226562,	XenonX3,	20150211094504,0,,	Fast-Leerung der Phineas-und-Ferb-Episodenliste,1,30,0,0,	disallow,0,	default
77,,283913,	Hozro,	20110905085118,0,,"	Sperrumgehung, keine Besserung erkennbar: Florian Keßler/Hermes",1,29,0,1,,0,	default
90,,1859,	Filzstift,	20130605145832,0,,"	Sperrumgehung, keine Besserung erkennbar: Boris F.",1,29,0,1,,0,	default
164,,35543,	Lustiger seth,	20151110221738,0,,	Einschränkung für neu angemeldete Benutzer beim Hinzufügen von provokanten Bildern (Nr. 2),1,29,0,0,	disallow,0,	default
114,"	article_namespace==0
& action==""edit""
& edit_delta > -50
& edit_delta < 50
& user_name rlike ""^93\.207\.(?:\d\d|1[01]\d|12[0-7])\.""
& ( (count(""welche"",added_lines) < count(""welche"",removed_lines))
  | (count(""wohl fühle"",added_lines) < count(""wohl fühle"",removed_lines)) 
  | (count(""zum Einsatz "",added_lines) < count(""zum Einsatz "",removed_lines)) 
  | (count(""zu Nutze"",added_lines) < count(""zu Nutze"",removed_lines)) 
  | (count(""Zürcher"",added_lines) < count(""Zürcher"",removed_lines)) 
)",35543,	Lustiger seth,	20181005095055,0,	siehe [[WP:Missbrauchsfilter/3]],	Aehnlicher Edit wie von User Bechterev (Block 6),0,28,0,0,	disallow,0,	default
254,,2379,	Seewolf,	20181215153620,1,,	Spambots,1,28,0,0,	warn,0,	default
95,,2379,	Seewolf,	20130203124815,0,,"	Sperrumgehung, keine Besserung erkennbar: Hixteilchen/Gomez33/Thunderbolts",1,27,0,1,,0,	default
124,"	action == ""edit""
& article_namespace == 0
& !""sysop"" in user_groups
& (pattern:=""\[\s*([Cc]ategory|[Kk]ategorie)\:[Tt]echnik und Bewaffnung \(NVA\)\s*[\]\|]"";
   rcount(pattern, added_lines) != rcount(pattern, removed_lines)
)",35543,	Lustiger seth,	20141123225104,0,"	2014-11-03 MBq: deaktivert

http://de.wikipedia.org/w/index.php?title=Wikipedia:Vandalismusmeldung&oldid=99327051#Benutzer:D.W._.28erl..29",	VM-Auflage zu Kategorie:Technik und Bewaffnung (NVA),0,27,0,0,"	warn,disallow",0,	default
270,"	user_name == ""Seeler09""
& article_namespace == 0
& count(""www."",added_lines) < count(""www."",removed_lines)",35543,	Lustiger seth,	20181123165922,1,	siehe [[Wikipedia:Bearbeitungsfilter/270]],"	user:Seeler09 soll keine ""www."" aus website-namen entfernen",0,26,0,0,	disallow,0,	default
239,,287832,	Xqt,	20181203143151,0,,	Bwbuz-Nachstellung,1,26,0,1,	disallow,0,	default
113,,1859,	Filzstift,	20130605145824,0,,"	Sperrumgehung, keine Besserung erkennbar: evw",1,24,0,1,"	warn,disallow",0,	default
232,"	action in ['edit', 'move'] 
&   !(user_name in ['TaxonBot', 'Luke081515'] 
  |   'sysop' in user_groups) 
&    (MOVED_FROM_prefixedtext == 'Benutzer:Luke081515Bot/NoImport' 
  |   article_prefixedtext == 'Benutzer:Luke081515Bot/NoImport')",1859,	Filzstift,	20190325123442,1,	filter due to complex restrictions of edit and move permissions of 'Benutzer:Luke081515Bot/NoImport',"	Einschränkung [[Benutzer:Luke081515Bot/NoImport]] auf Administratoren, TaxonBot und Luke081515.",0,24,0,0,	disallow,0,	default
154,,35543,	Lustiger seth,	20160304204401,0,"	[[WP:Missbrauchsfilter/154]]
deaktiviert wg. False positives - xqt",	Beleidigung,0,22,0,1,,0,	default
81,"	action == ""edit""
& article_namespace == 6
& user_age==0
& edit_delta > 25
& rcount(""\{\{\s*(?:subst:|ers:|safesubst:)?\s*[Nn]ach[ _]Commons[ _]verschieben"",added_lines) > rcount(""\{\{\s*(?:subst:|ers:|safesubst:)?\s*[Nn]ach[ _]Commons[ _]verschieben"",removed_lines)",35543,	Lustiger seth,	20160304204342,0,"	Siehe: [[Wikipedia:Commons-Transfer_per_Bot#MBF81]].
Erlaubt sollen für IPs maximal pro Tag 5 Setzungen der Vorlage  <nowiki>{{subst:Nach Commons verschieben|1=Name auf Commons.ext}}</nowiki> sein. Weitere sollen verboten werden und ein Hinweis gezeigt werden.

Wegen technischer Schwierigkeiten dies umzusetzen, ist eine andere Art der Drosselung unten gewählt.

2014-04-18/Ireas:  Wegen Ende des Projekts CTB Filter deaktiviert",	Commons-Transfer per Bot - Anzahlbeschränkung,0,21,0,1,"	throttle,warn,disallow",0,	default
117,,35543,	Lustiger seth,	20141123225027,0,,	Schutz vor Stalking: TAM,1,21,0,0,,0,	default
251,,39066,	MBq,	20171113123059,0,,	pseudo sig,1,21,0,0,,0,	default
20,"	('bot' in user_groups )
&
(article_namespace == 0)
&
(summary rlike '^Bot:.*Entferne:.*ar:(ملحق:)?[0-9]+')",502606,	Guandalug,	20090728132022,0,"	die arWP hat ihren Jahresartikeln einen eigenen namespace (104) gegönnt. Einige Bots sehen die IW-Links deshalb als ungültig an und entfernen sie, andere setzen sie ein. Erst mal Stop mit entfernen.

Nicht über die Syntax wundern - diese LTR-zeichen machen das etwas konfus, in Wahrheit ist die Regel ordentlich",	IW-Bots-Editwar: Jahreszahlen in ar:,0,20,0,1,	disallow,0,	default
59,,2379,	Seewolf,	20121202141205,0,,"	Sperrumgehung, keine Besserung erkennbar: Mutter Erde",1,16,0,1,"	warn,disallow",0,	default
134,,35543,	Lustiger seth,	20181205000226,0,,	VM-Troll,1,16,0,1,	disallow,0,	default
206,"	article_namespace==0
& action==""edit""
& edit_delta > -50
& edit_delta < 50
& user_name rlike ""^89\.183\.(?:\d\d|1[01]\d|12[0-7])\.""
& ( count(""weit gehend"",added_lines) < count(""weit gehend"",removed_lines)
  | count(""Account"",added_lines) < count(""Account"",removed_lines)
  | count(""aufgrund"",added_lines) < count(""aufgrund"",removed_lines)
  | count(""gleich"",added_lines) < count(""gleich"",removed_lines)
  | count(""jahre"",added_lines) < count(""jahre"",removed_lines)
  | count("" müssen"",added_lines) < count("" müssen"",removed_lines)
  | count(""probabilisti"",added_lines) < count(""probabilisti"",removed_lines)
  | count(""User"",added_lines) < count(""User"",removed_lines)
  | count(""so dass"",added_lines) < count(""so dass"",removed_lines)
)",35543,	Lustiger seth,	20181201102931,0,"	siehe [[WP:Missbrauchsfilter/206]]

2015-12-01:
  count(""Weiteren"",added_lines) < count(""Weiteren"",removed_lines)
entfernt wegen false positive [[Special:AbuseLog/459580]]
  count(""verfügt"",added_lines) < count(""verfügt"",removed_lines)
entfernt wegen false positive [[Special:AbuseLog/456838]]
  count("" muss"",added_lines) < count("" muss"",removed_lines)
entfernt wegen false positive [[Special:AbuseLog/456075]]
  count(""komplett"",added_lines) < count(""komplett"",removed_lines)
entfernt wegen false positive [[Special:AbuseLog/458217]]",	wiederholter Verstoss gegen [[WP:RS#Korrektoren]],0,16,0,0,	disallow,0,	default
230,"	(action == ""edit""
&
user_age > 0
&
user_editcount < 5
&
added_lines irlike ""(braveheart|no(w|v)otny|slartibertfass|blechturmgasse)""
)
|
(action == 'createaccount'
&  accountname irlike ""(braveheart|no(w|v)otny|slartibertfass)""
)",2379,	Seewolf,	20161024092854,0,,	Nowotny-Troll,0,16,0,0,,0,	default
247,,287832,	Xqt,	20170726081526,1,,	Unerwünschte Seiten,1,16,0,0,	disallow,0,	default
23,,39066,	MBq,	20141119154721,0,,	Schutz vor Stalking (vor RL und DWR),1,15,0,1,	disallow,0,	default
133,,2379,	Seewolf,	20150103115807,0,,"	Sperrumgehung, keine Besserung erkennbar: Ü+- bzw. U-PLUS-Troll",1,15,0,1,"	warn,disallow",0,	default
235,,2379,	Seewolf,	20181215153538,0,,	Redirect-Troll 3,1,15,0,0,	disallow,0,	default
75,,35543,	Lustiger seth,	20160304204305,0,,	Literaturspam,1,14,0,1,,0,	default
177,"	action == ""move""
&
moved_from_namespace == 2
&
lcase(moved_from_text) like ""messina/*""
&
!(""sysop"" in user_groups | user_name = ""Messina"")",2379,	Seewolf,	20170426160704,0,"	Unterseiten von Messina dürfen nur von Admins verschoben werden, siehe [[Wikipedia:Bearbeitungsfilter/177]]

2014-03-26/Ireas:  Angelegt (inaktiv)
2014-03-27/-jkb-: nach zwei erfolgten Verschiebungen aktiviert
2014-07-27/Ireas:  „article_namespace“ und „article_text“ auf „moved_from_namespace“ und „moved_from_text“ geändert, siehe [[Spezial:PermanentLink/132553064#Kann_sich_irgendwer_erinnern...]]",	Verschiebeschutz Messina-Unterseiten,0,14,0,1,	disallow,0,	default
61,,1859,	Filzstift,	20130605150103,0,,"	Sperrumgehung, keine Besserung erkennbar: 79.247.0.0/18",1,13,0,1,"	warn,disallow",0,	default
183,,35543,	Lustiger seth,	20151110220730,0,,	Open Proxy im Amokmodus,1,12,0,1,	disallow,0,	default
38,,127709,	DerHexer,	20130608124445,0,,	Autogroups entfernen,1,11,0,1,"	disallow,blockautopromote",0,	default
39,"	(action == 'createaccount') &
(accountname rlike ""Rotz"")",35543,	Lustiger seth,	20110531203720,0,	dafuer gibt's die tbl,	Rotzbremse,0,11,0,1,,0,	default
68,,1859,	Filzstift,	20130605150055,0,,"	Sperrumgehung, keine Besserung erkennbar: Boris F.",1,11,0,1,"	warn,disallow",0,	default
69,,35543,	Lustiger seth,	20141026185034,0,,	Einschränkung für neuangemeldete Benutzer auf Benutzerseiten mit hohem Trollaufkommen,1,11,0,0,"	warn,disallow",0,	default
195,,35543,	Lustiger seth,	20160304204233,0,,	Werddemer (Block 2),1,11,0,1,,0,	default
262,,1062982,	Ptolusque,	20180630012120,1,,	URV-Troll,1,10,0,0,	disallow,0,	default
9,,35543,	Lustiger seth,	20141026190338,0,,	inline-css vandalismus,1,10,0,0,	disallow,0,	default
267,,2379,	Seewolf,	20181202124233,1,,	potentieller Verstoß gegen [[WP:ANON]],1,10,0,0,	disallow,0,	default
189,,608538,	Schniggendiller,	20150619092008,0,,	Vandalismus im Artikel Dakota Goyo,1,10,0,0,	disallow,0,	default
162,,35543,	Lustiger seth,	20160304204158,0,,"	Sperrumgehung, keine Besserung erkennbar: PimboliDD",1,9,0,1,"	warn,disallow",0,	default
228,"	user_name = 'MerlBot'
& summary = 'NullEdit'",56380,	Flominator,	20160919195148,0,"	Alternative zu [https://de.wikipedia.org/w/index.php?title=Wikipedia:Administratoren/Anfragen&oldid=154132895#Bitte um Entzug des Sichtungsrechts für MerlBot], vorgeschlagen von [[Benutzer:Luke081515]]: Durch einen MediaWiki-Bug sind die Nulledits vom MerlBot gelegentlich keine Null-Edits, sondern überschreiben eine aktuelle Version mit der letzten. Dieser Filter verhindert diese Edits, erzeugt aber hoffentlich keine Probleme bei ""echten"" Null-Edits.",	Nicht-Null-Edits von Merlbot,0,9,0,1,	disallow,0,	default
22,,1859,	Filzstift,	20130605150514,0,,	Benutzerkonto-Neuanlagen: Edgar-Accounts,1,8,0,1,	disallow,0,	default
58,,1859,	Filzstift,	20130605150120,0,,"	Sperrumgehung, keine Besserung erkennbar: Gordito 1869",1,8,0,1,,0,	default
136,,35543,	Lustiger seth,	20150103091426,0,,	Einschränkung für neu angemeldete Benutzer beim Hinzufügen von provokanten Bildern (Nr. 1),1,8,0,0,	disallow,0,	default
193,"	action == ""edit""
& article_namespace == 0
& ip_in_range(user_name, ""79.214.128.0/17"")
& rcount(""dreadcentral\.com|bloody-disgusting\.com"", added_lines) > rcount(""dreadcentral\.com|bloody-disgusting\.com"", removed_lines)",35543,	Lustiger seth,	20150719210634,0,"	2014-12-20, seth: dreadcentral.com und bloody-disgusting.com, siehe [[WP:SBL#dreadcentral.com & bloody-disgusting.com]]",	Umstrittener externer Link,0,8,0,0,	disallow,0,	default
204,"	(
  ip_in_range(user_name, ""172.56.0.0/23"") |
  ip_in_range(user_name, ""172.56.32.0/23"") |
  ip_in_range(user_name, ""208.54.32.0/24"") |
  ip_in_range(user_name, ""208.54.64.0/24"")
) 
& action==""edit""
& article_namespace==1
& (
  lcase(article_text) contains ""boxen"" |
  lcase(article_text) contains ""kampfsport"" |
  article_text contains ""Rocky"" |
  article_text = ""Muay Thai"" |
  article_text = ""Muhammad Ali"" |
  article_Text = ""Marciano""
)",287832,	Xqt,	20170130052453,0,"	2015-06-01/xqt: siehe obige Diskussionsseiten
2017-01-30/xqt: deaktiviert nach 13 Monaten ohne Treffer",	Kampfsport-Spammer,0,8,0,0,	disallow,0,	default
266,"	action in ['edit', 'move'] 
&   user_name in ['Alexpl', 'Kopilot'] 
&   article_prefixedtext == 'Flüchtlingskrise in Europa ab 2015'",24551,	Doc Taxon,	20180814213005,1,"	Filter scharf, zur Abarbeitung der anlastenden VM werden Benutzer:Alexpl und Benutzer:Kopilot so lange von der Bearbeitung des Artikels gesperrt, bis eine Einigung auf der Diskussionsseite zu 'Flüchtlingskrise in Europa ab 2015' erzielt werden konnte.",	Bearbeitungsausschluss Flüchtlingskrise in Europa ab 2015,0,7,0,0,	disallow,0,	default
33,,127709,	DerHexer,	20130608124443,0,,	Böblingen-Vandalismus,1,7,0,1,"	disallow,blockautopromote",0,	default
212,"	(user_editcount < 3
& user_age != 0
& added_lines irlike "".*(onion).*""
)
| 
(user_name rlike ""Ich will nur eine Antwort Dan höre ich auch auf"")",608538,	Schniggendiller,	20160103195236,0,"	3.1.2016: deaktiviert (wohl ’ne Eintagsfliege im Oktober, dafür heute false positives)",	Zwiebeltroll,0,7,0,0,	disallow,0,	default
219,,35543,	Lustiger seth,	20160208232133,0,,	Range-Sperre,1,7,0,1,	disallow,0,	default
194,"	(action==""edit"" | action==""createaccount"")
& (ip_in_range(user_name, ""77.211.1.1/16"") |
   ip_in_range(user_name, ""178.139.1.1/16"") )",39066,	MBq,	20150606134223,0,"	2015-06-06 deaktiviert, keine passenden treffer mehr seit april
2014-01-04 auf 'verbieten' gestellt, wieder verstärkte sockenanlagen",	Cronista-Verdacht,0,6,0,0,	disallow,0,	default
108,"	user_name == ""Fasten"" 
& action == ""edit""
& article_text == ""HRS (Unternehmen)""",35543,	Lustiger seth,	20190324191120,0,"	Artikel und DS verhindern
Deaktiviert, kommt schon lange nichts mehr. -- xwt 20130608",	POV-Edits,0,5,0,1,	disallow,0,	default
143,,35543,	Lustiger seth,	20190324193643,0,,"	Sperrumgehung, keine Besserung erkennbar: Anton-Josef",1,5,0,1,	disallow,0,	default
168,,35543,	Lustiger seth,	20181005095101,0,,	Aehnlicher Edit wie von User Bechterev (Block 7),1,5,0,0,	disallow,0,	default
192,,24241,	Eike sauer,	20141219163141,0,,	Auskunftsproblem,1,5,0,1,,0,	default
205,"	action == ""edit""
& article_text rlike ""(Auskunft)""
&
(
  ip_in_range(user_name, ""178.0.249.52/16"") |
  ip_in_range(user_name, ""178.12.123.147/16"") |
  ip_in_range(user_name, ""188.103.247.255/16"") |
  ip_in_range(user_name, ""188.106.212.21/16"") |
)
& user_editcount < 10",24241,	Eike sauer,	20150607094210,0,,	vorübergehender PA-Befall in der Auskunft,0,5,0,0,"	warn,disallow",0,	default
92,,2379,	Seewolf,	20120429182338,0,,"	Sperrumgehung, keine Besserung erkennbar: Vanillaninjafan",1,3,0,1,"	warn,disallow",0,	default
109,"	action == ""edit"" &
""bot"" in user_groups &
new_size < 0.1 * old_size &
user_name != 'MerlIwBot' &
summary irlike ""(ergänze|ändere|entferne):""",287832,	Xqt,	20130605025906,0,	Unverträglichkeit von pywikibot mit mw 1.18,	interwiki.py removing page text bug #3414669,0,3,0,1,,0,	default
119,,2379,	Seewolf,	20120429182511,0,,	H.B.,1,3,0,1,"	warn,disallow",0,	default
184,,35543,	Lustiger seth,	20151108214706,0,,	Südpolarforscher,1,3,0,1,	disallow,0,	default
256,"	action == ""edit""
& article_namespace == 0
& (ip_in_range(user_name, ""77.179.0.0/16"")
  | ip_in_range(user_name, ""77.180.0.0/16"")
)
& count(""geni.com"", added_lines) > count(""geni.com"", removed_lines)",35543,	Lustiger seth,	20181202192222,0,	siehe [[Wikipedia:Bearbeitungsfilter/256]] und [[WP:SBL#geni.com]],	Links auf geni.com,0,2,0,1,	disallow,0,	default
271,"	user_name == ""Zollwurf""
& page_namespace == 0
& (page_first_contributor == ""Jamiri"" | page_first_contributor == ""Roland Rattfink"")",1859,	Filzstift,	20190325122051,1,"	2018-11-25 seth: siehe [[Wikipedia:Bearbeitungsfilter/271]]
2018-12-26 seth: ""Try to put conditions more likely evaluate to false before page_first_contributor, to avoid unnecessarily running the query."" (manual)
2019-02-18: afborchert: ergänzt um die Artikel von Roland Rattfink",	Kontaktsperre: Zollwurf in von Jamiri bzw. Roland Rattfink bereits bearbeiteten Artikeln,0,2,0,0,	disallow,0,	default
41,"	action == ""edit""
& article_namespace == 0
& added_links rlike ""kostenlose-urteile\.de""",1859,	Filzstift,	20130605150136,0,"	05.06.2013: als gelöscht markiert, da seit langem deaktiviert

http://de.wikipedia.org/wiki/Portal_Diskussion:Recht#Belege_mittels_kostenlose-urteile.de_--_Blacklist.3F",	Weblink-Spam,0,2,0,1,"	warn,disallow",0,	default
103,,1859,	Filzstift,	20130605145932,0,,	Barcelona-Troll,1,2,0,1,	disallow,0,	default
125,,287832,	Xqt,	20130608125357,0,,"	Sperrumgehung, keine Besserung erkennbar: LZ6387-Stalker",1,2,0,1,"	warn,disallow",0,	default
275,,39066,	MBq,	20190407062428,1,,	Kabelsenderwerbung,1,1,0,0,	disallow,0,	default
187,,608538,	Schniggendiller,	20150624212525,0,,	Lurzmann,1,1,0,0,	disallow,0,	default
264,,39066,	MBq,	20180726130111,0,,	Deutsche-Biographie-Getrolle,1,0,0,1,	disallow,0,	default
268,,2379,	Seewolf,	20180912181402,0,,	potentieller Verstoß gegen [[WP:ANON]],1,0,0,1,,0,	default
15,,1859,	Filzstift,	20130605150127,0,,	Verschiebeschutz,1,0,0,1,,0,	default
30,,1859,	Filzstift,	20130605150452,0,,	Schutz vor Stalking: Pittimann,1,0,0,1,"	warn,disallow",0,	default
32,,108107,	Euku,	20100417094035,0,,	MB-stalking,1,0,0,1,,0,	default
