	af_id,	af_pattern,	af_user,	af_user_text,	af_timestamp,	af_enabled,	af_comments,	af_public_comments,	af_hidden,	af_hit_count,	af_throttled,	af_deleted,	af_actions,	af_global,	af_group
50,"	article_prefixedtext rlike ""^Diskussion:Bastian Sick""
& user_name rlike ""^91.40.1[68]\d""",1859,	Filzstift,	20130605150154,0,"	05.06.2013: als gelöscht markiert, da seit langem deaktiviert

stoerungen auf der diskussionsseite; sollte nur temporaer (wenige wochen) noetig sein.",	diskussionsseitenschutz,0,0,0,1,	disallow,0,	default
123,"	action == ""edit""
& article_namespace == 0
& length(added_links) > 0
& added_lines rlike ""\\bhttps?://[^][<>\\x22\\x00-\\x20\\x7F\\p{Zs}]+\\[|\\[https?://[^][]+\\[""",287832,	Xqt,	20130608125238,0,"	mittel gegen die vielleicht meistgestellte FZW-frage, siehe http://de.wikipedia.org/wiki/Wikipedia:Missbrauchsfilter/Antr%C3%A4ge#Weblinks_mit_.5B_.5D

war nie aktiv - als gelöscht markiert --xqt 20130608",	eckige klammern in links,0,0,0,1,,0,	default
131,"	action == ""createaccount""
& (user_editcount < 10)
& (user_name rlike ""\b(?i:iste)\b"")",1859,	Filzstift,	20190325125340,0,	siehe [[Wikipedia:Missbrauchsfilter/Anträge#aehnlichkeit zu bestehenden user names]],	Benutzerkonto-Neuanlagen: Ähnlichkeit zu Iste,0,0,0,1,,0,	default
135,"	user_name = ""Rechtschreibkontrolle""
& (rcount(""\b[zZ].(?:\s|&(?:nbsp|#160);)?B."",added_lines) < rcount(""\b[zZ].(?:\s|&(?:nbsp|#160);)?B."",removed_lines))",1859,	Filzstift,	20190325125327,0,"	siehe [[WP:Missbrauchsfilter/135]]
zu user:Rechtschreibkontrolle: https://de.wikipedia.org/w/index.php?title=Benutzer_Diskussion:Rechtschreibkontrolle&diff=106783948&oldid=106782912",	Absichtliche Verstösse gegen [[WP:RS]],0,0,0,1,	disallow,0,	default
137,"	article_namespace == 6
& action == ""edit""
& added_lines  rlike '\{\{[\s_]*(?:(?i:Template|Vorlage)[\s_]*:[\s_]*)?Nach+Commons+verschieben+(bestätigt)*(?:\|[^}]*)?\}\}'
& !(removed_lines contains '{{Geprüfte Datei')
& !(""sysop"" in user_groups)
& !(""bot"" in user_groups)
& ( !(""editor"" in user_groups)
  | !(user_name rlike 'Brackenheim|Chaddy|ChrisiPK|Emha|Guandalug|Gruß Tom|Historiograf|Ireas|JuTa|Leyo|Ralf Roletschek|Saibo|Suhadi Sadono|Wikijunkie|Yellowcard')
)",1859,	Filzstift,	20140415095801,0,"	http://de.wikipedia.org/wiki/Wikipedia_Diskussion:Commons-Transfer_per_Bot#BD:Alofok.23WP:CTB

Benutzerliste in http://de.wikipedia.org/wiki/Benutzer:Ireas/bilderpruefen.js sollte ebenfalls aktualisiert werden

Am 15. April 2014 gelöscht, da seit 2012 deaktiviert. Bei Bedarf kann es wiederhergestellt werden. Filzstift.",	Commons-Transfer per Bot,0,0,0,1,	disallow,0,	default
161,"	article_namespace == 6
& action == ""edit""
& lcase(removed_lines) rlike '{{(?:düp|dateiüberprüfung)[\|}/]'
& !(""sysop"" in user_groups)
& !(""bot"" in user_groups)
& !(""editor"" in user_groups)",287832,	Xqt,	20130610091846,0,,	DÜP,0,0,0,1,,0,	default
166,,35543,	Lustiger seth,	20140528191639,0,,	Wiedereinstellung von unpassenden Diskussionsbeitraegen,1,0,0,0,	disallow,0,	default
171,,39066,	MBq,	20141021144958,0,,	Mentorengesuch an Nicht-Mentor,1,0,0,0,,0,	default
209,,2379,	Seewolf,	20151106141553,0,,	Alkim-Bremse,1,0,0,0,,0,	default
214,"	(ip_in_range(user_name, ""85.197.0.0/18"")|
ip_in_range(user_name, ""89.0.192.0/18""))
&
(""kopilot"" in article_recent_contributors
|
article_text rlike "".*(Daniele Ganser|Benutzer Diskussion:Phi).*""
)",2379,	Seewolf,	20151022095025,0,,	Verdacht auf Sperrumgehung Operation Saba,0,0,0,1,,0,	default
217,,2379,	Seewolf,	20151111140308,0,,,0,0,0,1,,0,	default
218,"	user_name == (""[]"")
& !(article_prefixedtext = ""Wikipedia:Sperrprüfung""
    |
    (pattern1:=user_name; pattern2:=""Benutzer Diskussion:""; article_prefixedtext == pattern2+pattern1)
   )",2379,	Seewolf,	20151111140239,0,"	In der ersten Zeile zwischen den eckigen Klammern wird der oder die Sperrprüfungsbegehrende eingetragen, mehrere werden mit ""|"" getrennt.
Bei Nichtbenutzung Filter deaktivieren.

Hier aktuelle Einträge:
Benutzername, Ende der Sperrfrist",	Schranken für Sperrprüfungsbegehrende,0,0,0,0,,0,	default
221,"	article_articleid == 3935139
& user_name == 'AsuraBot'
& new_size == old_size",35543,	Lustiger seth,	20160102230906,0,"	2015-12-13: Endlosschleife AsuraBot. Damit andere Aufgaben erhalten bleiben.
siehe Benutzer_Diskussion:Sitic#Botproblem_bei_Sumdisc_-_Bot_aktualisiert_gerade_in_Dauerschleife  
Special:Permalink/148956336#Botproblem_bei_Sumdisc_-_Bot_aktualisiert_gerade_in_Dauerschleife",	Bot Probleme,0,0,0,1,	disallow,0,	default
225,"	((ip_in_range(user_name, ""217.233.128.0/18"")|
ip_in_range(user_name, ""217.238.0.0/18""))
& added_lines contains ""otberg"" 
)|(
user_age < 6
& added_lines contains ""mari otberg"" 
)",287832,	Xqt,	20170130051432,0,	20170130 xqt: Nach 10 Monaten ohne Treffer deaktiviert,	Verdacht auf Sperrumgehung Sendker,0,0,0,0,	disallow,0,	default
237,,608538,	Schniggendiller,	20181202202831,0,,	Spielwiesenschutz 2,1,0,0,0,,0,	default
244,,2379,	Seewolf,	20170410100039,0,,	Emskirchen-Trollerei,1,0,0,1,	disallow,0,	default
245,,2379,	Seewolf,	20181215153110,0,,	Potentielle Sperrumgehung Alfred Grudszus,1,0,0,0,,0,	default
246,,2379,	Seewolf,	20181215153827,0,,	Sperrumgehung Spion aka Liuthar,1,0,0,0,,0,	default
255,,608538,	Schniggendiller,	20181004060129,0,,	Not-Aus (Kurland-IPs),1,0,0,0,	disallow,0,	default
