	af_id	af_hidden	af_global	af_enabled	af_deleted	af_throttled	af_group	af_timestamp	af_actions	af_hit_count	af_public_comments	manual_tags	notes
507	581	1	0	0	1	0	default	20160614034647		64	Dantherocker1 II	sockpuppetry?	https://en.wikipedia.org/wiki/User:Dantherocker1
508	14	0	0	0	1	0	default	20090325102514		63	Test to detect new pages by new users	test	
509	312	1	0	0	1	0	default	20150212173501		62	External link removal	vandalism?, biased_pov?	hidden
510	621	1	0	0	1	0	default	20160614035403	disallow	62	Spambot Filter	spam? 	hidden
511	328	1	0	0	1	0	default	20130404080744		61	Prolific socker III	sockpuppetry	
512	660	1	0	0	0	0	default	20150128141314		61	Possibly JarlaxleArtemis (LTA)	long_term_abuse, vandalism, religious/political vandalism, harassment	https://en.wikipedia.org/wiki/Wikipedia:Long-term_abuse/JarlaxleArtemis; “Cross-wiki harassment and threats of death and violence; criticism of liberals, the far-left and SJWs; criticism of anything not involving two clearly defined genders; criticism of Islam and anything not supporting Israel and Judaism; and usage of open proxies.”
513	668	1	0	0	0	0	default	20150429015714	disallow	61	GP disruption	vandalism?	hidden
514	226	1	0	0	1	0	default	20091003121354		61	Johnali123 sockpuppets	sockpuppetry	
515	4	1	0	0	1	0	default	20160812192142		60	Copernicus vandal	vandalism	
516	910	0	0	0	1	0	default	20180714091120		60	Maureen Wroblewitz spammer	spam?, seo, self_promotion	https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrators%27_noticeboard/Incidents&oldid=834165578#Special:Contributions/171.248.246.158
517	414	1	0	0	1	0	default	20160904150257	disallow	60	M5 Vandalism	vandalism	
518	501	1	0	0	1	0	default	20160614033558		60	Chinese blogpost spammer	spam? 	
519	566	1	0	0	1	0	default	20140102181650	disallow	57	SPI Impersonation	sockpuppetry?	Hidden;SPI= Sock Puppet Investigation?https://en.wikipedia.org/wiki/Wikipedia:Dispute_resolution_requests/SPI
520	635	0	0	0	1	0	default	20180817210724	warn	57	OTRS template added by non-OTRS member	good_faith?	"succeeded by 642; Open-source Ticket Request System (""OTRS"")"
521	419	0	0	0	1	0	default	20120808231716	disallow	57	User removing himself from AIV	vandalism, edit_warring?	"“""Following a short discussion on <http://en.wikipedia.org/w/index.php?title=Wikipedia:Administrators%27_noticeboard/Incidents&oldid=434279319#edit war at the vandalism board!> I am creating this abusefilter to stop vandals from removing themselves from AIV.”"
522	330	1	0	0	1	0	default	20110310111130	warn	55	Attacks on editors	harassment	
523	914	1	0	1	0	0	default	20180422210717	disallow	54	Igor Janev Spammer	spam? 	
524	293	1	0	0	1	0	default	20160824183539	disallow	53	J.delanoy attacks	harassment?	https://en.wikipedia.org/wiki/User:J.delanoy -←- a very active wikipedian
525	193	1	0	0	1	0	default	20090928230945		53	Wknight94's test filter	test	
526	750	0	0	0	0	0	default	20160823102448		51	Long term film vandal	long_term_abuse	
527	263	1	0	0	1	0	default	20100808082040		50	Serafin - talk page abuse	abuse?, harassment?	Hidden; maybe related to this https://en.wikipedia.org/wiki/User:Serafin
528	510	1	0	0	1	0	default	20160614033645		50	JonesManorFarm	sockpuppetry?	Hidden; https://en.wikipedia.org/wiki/Wikipedia:Sockpuppet_investigations/JonesManorFarm
529	778	1	0	0	1	0	default	20160722100644		48	Ceb sock	sockpuppetry	hidden
530	816	1	0	0	1	0	default	20170120213621	disallow	47	ARBPIA vandal bot	vandalism?, biased_pov?, political vandalism?	hidden;https://en.wikipedia.org/w/index.php?title=Wikipedia:ARBPIA&redirect=no Arbitration Israel-Palestina
531	390	1	0	0	1	0	default	20160614032112	disallow	47	Dynamic IP vandalism	vandalism	hidden
532	204	1	0	0	1	0	default	20091023011806	disallow	47	Bangladeshi vandal	vandalism	hidden
533	467	1	0	0	1	0	default	20160614032854	disallow	47	Sakaisinai7	Sockpuppetry?, abuse	hidden; https://en.wikipedia.org/wiki/User:Sakaisinai7
534	594	1	0	0	1	0	default	20160614034809	disallow	46	Verizon mobile vandal	vandalism	hidden
535	940	1	0	0	0	0	default	20181109181811	throttle,disallow	46	LTA 940	long_term_abuse	hidden
536	178	1	0	0	1	0	default	20090812211459	disallow	46	Crier attack vandalism	vandalism	hidden
537	570	1	0	0	1	0	default	20160614034517	disallow	45	Checkmarx	unknown	hidden
538	696	1	0	0	0	0	default	20150714000934		44	Informative link spam	Spam?, seo?	hidden
539	730	1	0	0	0	0	default	20160107192810		44	Filter to spot sock	sockpuppetry	hidden
540	48	0	0	0	1	0	default	20090325083005		43	Oft-inappropriate external links	spam? 	deleted; targets youtube, myspace + blog links. Why are they inappropriate?
541	191	1	0	0	1	0	default	20160820181202		43	User:ECW500	abuse?, sockpuppetry?	Hidden; user is banned; https://en.wikipedia.org/wiki/User:ECW500
542	309	1	0	0	1	0	default	20100920023439	throttle	42	Unusual change of URLs	vandalism?, spam?	hidden; deleted
543	719	0	0	0	0	0	default	20150818174227	disallow	42	Empty ref vandal	vandalism?	"disabled; “Ongoing vandal from Belgrade, Serbia entering only """"<ref></ref>"""" into articles until they are blocked. Should be temporary"""
544	480	1	0	0	1	0	default	20160911183305	disallow	42	Swamilive	vandalism, sockpuppetry, harassment	From https://en.wikipedia.org/wiki/Wikipedia:Long-term_abuse/Swamilive “He will attack any page he can, although his sock puppets will only target a specific type of page. He creates hoax articles, and will insert long diatribes of nonsense [1]. His socks, when cornered, will eventually confess, [2], and like most vandals- he will disappear and reappear across long time spans. He will also vandalize the talk pages of anyone who bothers him. “
545	508	1	0	0	1	0	default	20160614033626	disallow	42	Long-term pattern abuse II	long_term_abuse	hidden
546	471	1	0	0	1	0	default	20131003210147		41	Eurodance vandal	vandalism	hidden
547	795	1	0	0	1	0	default	20170402074826	disallow	40	Ref Desk Troll	vandalism	extra tag for trolling? What would be the exact def?
548	211	0	0	0	1	0	default	20090928231057		40	Warn users about entering email addresses	can’t decide	not sure what the idea is: warn people not to enter own/others’ email addresses to prevent harassment
549	54	1	0	0	1	0	default	20100808081238		39	Virgin Killer vandalism	vandalism	
550	830	1	0	0	0	0	default	20190104180947	disallow	39	LTA_O_socking	long_term_abuse, sockpuppetry	
551	953	1	0	0	0	0	default	20190104181712		39	Galobtter test filter	test	
552	736	0	0	0	0	0	default	20151203092828		39	XSS Filter	bug	cross site scripting;https://en.wikipedia.org/wiki/Wikipedia:Edit_filter/Requested/Archive_7#XSS_Filter_detect “Task: Block Internet Explorer 8+ users from saving edits that triggered the XSS Filter (Bug 32013). The XSS Filter transforms periods, bracket, and parentheses to the Number sign. One simple implementation might be ##[^{|}<\n>[\];:*]{5,255}?##”
553	629	1	0	0	0	0	default	20180403031050		38	Possible Spamming	spam? 	
554	945	1	0	1	0	0	default	20181205003231	throttle,disallow	37	proxy talk page abuse	abuse?, harassment?	
555	490	1	0	0	1	0	default	20160911190243	disallow	37	Beatles IP vandal	vandalism	
556	340	1	0	0	1	0	default	20150212173520		36	Misc Vandalism, Type N+1	vandalism	
557	360	1	0	0	1	0	default	20110310111414	disallow	36	Spam Blacklist Circumvention Attempts	spam?, abuse?	
558	546	1	0	0	1	0	default	20160614034041	disallow	35	Disruptive user from Hyogo, Japan	vandalism	
559	673	0	0	0	0	0	default	20160128121223		35	Ankur Mazumder	sockpuppetry, self_promotion?	“Created per request. Prolific sockpuppeteer who repeatedly makes biographies about himself. Log only for now. --Samwalton9, 29 March 2015”
560	896	1	0	1	0	0	default	20190104211438	disallow	34	ANI trolling	trolling?, vandalism?	Hidden; what’s ANI?
561	760	1	0	0	0	0	default	20160628012842	disallow	34	Sandbox vandal	vandalism	hidden
562	154	0	0	0	1	0	default	20090807113207		33	Macedonia naming conflict 2	politically_motivated?, vandalism	deleted; “Collection of terms used in the Macedonian naming conflict that are usually considered pejorative, and hence are unlikely to be appropriate in articles.”
563	781	1	0	0	0	0	default	20161103144540	disallow	32	LTA collection 1	long_term_abuse	hidden
564	553	1	0	0	1	0	default	20130611050053		32	The FIFA Vandal from Peru	vandalism	
565	821	1	0	0	0	0	default	20180725014748	disallow	32	Supersonic jet	unknown	hidden
566	678	0	0	0	0	0	default	20151223104143		32	MOS vandal	vandalism	
567	701	0	0	0	0	0	default	20150829164145		32	Image link spam	spam? 	
568	241	1	0	0	1	0	default	20091003121014		32	Truth Lover sock vandal	sockpuppetry	
569	378	1	0	0	1	0	default	20120202004442	disallow	31	Russian Science	unknown	hidden
570	775	1	0	0	1	0	default	20160723173128		30	MKUltra Vandal	vandalism	hidden
571	792	1	0	0	0	0	default	20181230215124	disallow	30	Harassment	harassment	hidden
572	107	1	0	0	1	0	default	20090807112653		30	Continued spam of blacklisted links	spam?, vandalism?	hidden
573	412	1	0	0	1	0	default	20110518202040		30	Image added	spam? 	hidden
574	440	0	0	0	1	0	default	20120719063817		30	intextual.com markup	good_faith?, bug?	“Based on filter 345. Search for intextual.com inline HTML markup. -- Gogo Dodo” and 345 is marked as bug
575	448	1	0	0	1	0	default	20130404081056	disallow	30	unblock disruption	vandalism?	hidden; if it was good faith it wouldn’t be hidden
576	746	1	0	0	0	0	default	20160208201022	disallow	30	Prolific socker IV (B)	sockpuppetry	
577	407	1	0	0	1	0	default	20120808231546	disallow	29	Disruptive block evasion	vandalism?	hidden
578	437	0	0	0	1	0	default	20120808231808	warn	29	Title blacklist for TITLES with more than 9 caps	bad_style; vandalism	deleted
579	25	1	0	0	1	0	default	20090318150015		28	Unusual behavior from new account	vandalism?	hidden
580	911	1	0	0	1	0	default	20180724113113	disallow	28	Wrestling social networking spammer	spam? 	hidden
581	237	0	0	0	1	0	default	20091003121439		28	Creating page with maintenance templates	vandalism (template vandalism)?, good_faith?	"“Disabling - this is mostly redundant to filter 164; will modify that one to catch the few articles this catches that 164 doesn't - ThaddeusB
Marked as deleted. - Ruslik"","
582	93	0	0	0	1	0	default	20090708124036		27	Web links in edit summaries	spam? Link vandalism?	Deleted; “Meant to catch User:ByAppointmentTo socks putting pornsite links in edit summaries (see for example User:One Way Motorway).”
583	863	1	0	0	0	0	default	20180403030800		27	LGBT LTA	long_term_abuse, politically_motivated?	
584	863	1	0	0	0	0	default	20171118220117	disallow	27	LTA 873	long_term_abuse	
585	933	1	0	1	0	0	default	20181001034355	disallow	27	Deepak Khumar	unknown	hidden
586	45	1	0	0	1	0	default	20090322043601		26	Move to title with special characters	vandalism?	hidden
587	307	1	0	0	1	0	default	20100404201317	throttle,warn,disallow	26	Redlink/edit summary vandalism by specific user	vandalism	hidden
588	609	1	0	0	0	0	default	20140801184723	disallow	25	Europa Universalis-related disruption	vandalism?	hidden; Europa Universallis is a video game
589	411	0	0	0	1	0	default	20110521082446	warn,disallow	25	Edit notices	not sure	Deleted; “Account creators shouldn't be creating edit notices! -P”; https://en.wikipedia.org/wiki/Wikipedia:Editnotice
590	199	0	0	0	1	0	default	20160820181339		25	Unflagged Bots	maintenance	deleted; tried to find accounts with “bot” in their name; deemed an inappropriate use of an edit filter
591	209	0	0	0	1	0	default	20090928231104	disallow	25	arwiki interwiki problem	maintenance	“Bot problem removing valid arwiki interwiki links due to pywikipedia bug.” Is this a proper use of an edit filter though? This case should be discussed at the bot talk page or not?
592	370	1	0	0	1	0	default	20110310111524	throttle,disallow	24	Persistent vandalism	vandalism	hidden
593	157	1	0	0	1	0	default	20160820180542	disallow	24	Greek nationalism	vandalism?, biased_pov?, politically motivated	hidden
594	938	1	0	1	0	0	default	20181022180632	disallow	24	Targeted abuse	abuse?, harassment?	hidden
595	599	1	0	0	1	0	default	20160614034844		23	FPV	unknown	hidden
596	94	0	0	0	1	0	default	20090807112502	warn,disallow	23	San Diego = whale's vagina	vandalism	deleted
597	326	1	0	0	1	0	default	20160904150103	disallow	22	Vandalism-only article names	vandalism	hidden
598	845	1	0	0	0	0	default	20170421164626	warn,disallow	22	Prevention of AIV/UAA hinderance	vandalism	Administrator Intervention against Vandalism
599	361	1	0	0	1	0	default	20160904150215	disallow	22	"""Scruffy"" vandalism"	vandalism	hidden
600	372	1	0	0	1	0	default	20110310111536	disallow	22	Reference desk vandalism	vandalism	hidden
601	375	1	0	0	1	0	default	20120202004431	disallow	22	9/11 Vandalism	vandalism, politically motivated?	hidden
602	638	1	0	0	1	0	default	20170402074101	disallow	22	Stern review	unknown	hidden
603	656	1	0	0	1	0	default	20160614040359	disallow	22	Driver 3 vandal	vandalism	hidden
604	203	1	0	0	1	0	default	20110310110538	disallow	22	Template spam from 88.105.0.0/16	template_spam	hidden
605	488	1	0	0	1	0	default	20160911190128	disallow	22	Currently active sockmaster	sockpuppetry	hidden
606	839	0	0	0	0	0	default	20170221004051		21	Bad word test	test	"“Test complete, merged into 384, disabled. --Someguy1221"",”"
607	95	1	0	0	1	0	default	20090419183716		21	Administrator attack page	vandalism?, abuse?	hidden
608	363	1	0	0	1	0	default	20110310104458	disallow	21	Article becoming redirect to The Game	unknown	hidden
609	112	1	0	0	1	0	default	20090830005339	disallow	21	Repeated advocacy/spam on Zoophilia	spam? 	hidden
610	641	1	0	0	1	0	default	20160614040013	disallow	21	AP disruption	vandalism	Hidden; AP probably= Arbitration Policy
611	141	1	0	0	1	0	default	20090409111815		21	Abusive unblock denials - new approach	abuse?, vandalism?	hidden
612	923	1	0	1	0	0	default	20180620111016		21	Possible Nigerian phone scams	abuse?	hidden
613	417	1	0	0	1	0	default	20160904150318	disallow	21	Suspected Sockpuppets	sockpuppetry	hidden
614	298	1	0	0	1	0	default	20100301152737	warn	20	Red link vandalism 2	vandalism	hidden
615	615	1	0	0	1	0	default	20160614035243	disallow	20	Reference desk trolling	trolling?, vandalism?	hidden
616	618	1	0	0	0	0	default	20150203031455	disallow	20	Wikipedia space trolling	trolling?, vandalism?	hidden
617	726	1	0	0	0	0	default	20151216152913	disallow	20	Paul Easter	sockpuppetry?	hidden; probably https://en.wikipedia.org/wiki/User:Paul_Easter
618	747	0	0	0	1	0	default	20160420045711		20	Removal or addition of [[WP:PP-30-500|pp-30-500]] by non-admin	vandalism?, abuse_of_tags_vandalism?	{{pp-30-500}} is template for page protection
619	6	0	0	0	1	0	default	20090718184557		19	Users editing editnotices of other users	good_faith	deleted; “Something I used to see all the time when doing redirect work - people would move articles written at [[user:foo]] to [[foo]], unknowingly taking [[user talk:foo]] with history along for the ride.”
620	538	1	0	0	1	0	default	20160614033954	disallow	19	Possible sockpuppetry	sockpuppetry	
621	60	0	0	0	1	0	default	20090319175424		19	Removing sandbox header	good_faith?, vandalism?	
622	851	0	0	0	0	0	default	20180312212211		19	Carlos Gardel vandalism	vandalism, hoaxing?	“No hits since October 2017. Disabling ~MA”
623	101	0	0	0	1	0	default	20090807112431		19	Fritzl case vandalism	vandalism, hoaxing?	deleted
624	645	1	0	0	1	0	default	20160614040149	disallow	19	Camp Half-Blood vandal	vandalism	hidden
625	400	1	0	0	1	0	default	20120808231520	throttle,disallow	19	Prolific socker IV	sockpuppetry	hidden
626	763	1	0	0	0	0	default	20161111052036		19	Persistent vandal	vandalism	hidden
627	395	1	0	0	1	0	default	20120808231426	disallow	18	Topic rangeblocks	vandalism?	hidden
628	443	1	0	0	1	0	default	20130404081000		18	Beatles	unknown	hidden
629	456	1	0	0	1	0	default	20130404081129	throttle,disallow	18	Kay Uwe Böhm	unknown	hidden
630	482	1	0	0	1	0	default	20120802134516		18	Using comments to evade edit filter	vandalism, avoidant_vandalism	hidden
631	232	1	0	0	1	0	default	20110310110732	disallow	18	[[BJCP]]	unknown	hidden
632	255	1	0	0	1	0	default	20100106173931		18	Rodgarton	sockpuppetry?	hidden; probably https://en.wikipedia.org/wiki/User:Rodgarton
633	259	1	0	0	1	0	default	20100106173841		17	Brazil vandal	vandalism	hidden
634	55	1	0	0	1	0	default	20100808082207		17	Signing articles	guideline_vio?; bad_style	hidden; vgl “When editing a page, main namespace articles should not be signed, because the article is a shared work, based on the contributions of many people, and one editor should not be singled out above others.” https://en.wikipedia.org/wiki/Wikipedia:Signatures
635	832	1	0	0	0	0	default	20171018033635	disallow	17	Profile sock	sockpuppetry	hidden
636	849	1	0	1	0	0	default	20190104233809		17	Cat Creek II	unknown	hidden
637	137	1	0	0	1	0	default	20160818210043		17	Copernicus vandal 2	vandalism	hidden
638	951	1	0	0	0	0	default	20181218185129		17	TFA disruption	abuse?	hidden; TFA is probably “Today’s Featured Article”. No way to know for sure though
639	186	1	0	0	1	0	default	20090928231112	disallow	17	INFRINGEMENT vandal - [[Special:Contributions/172.130.240.199]]	vandalism	hidden
640	883	0	0	1	0	0	default	20171014154339		16	Page moves to bad words or other vandalism	page_move_vandalism	“This is just filter 384, except that it&apos;s for page moves.”
641	900	1	0	1	0	0	default	20180126234203		16	David Adam Kess Sock	sockpuppetry	hidden
642	447	1	0	0	1	0	default	20130404081024	disallow	16	Tile join targets	unknown	hidden
643	15	0	0	0	1	0	default	20090319005312		15	Discussion page vandalism	vandalism	
644	544	1	0	0	1	0	default	20161012202424	disallow	15	Specific-page vandalism by single vandal	vandalism	
645	381	1	0	0	1	0	default	20120202004457	disallow	15	Scientology group	unknown	hidden
646	954	1	0	1	0	0	default	20190103221750	disallow	15	LTA 954	long_term_abuse	hidden
647	503	1	0	0	1	0	default	20160614033605	disallow	15	GISHWHES	unknown	hidden
648	539	1	0	0	1	0	default	20140102175832	disallow	14	Lebanese football rangeblock	unknown	hidden
649	37	0	0	0	1	0	default	20090404190702	warn,disallow	14	"""Ur anus"" joke"	silly_vandalism	deleted
650	549	1	0	0	1	0	default	20140102181348	disallow	14	Airport vandal	vandalism	hidden
651	319	1	0	0	1	0	default	20101208223054	disallow	14	Attacks on User:Rodhullandemu	harassment	hidden
652	359	1	0	0	1	0	default	20160904150143	disallow	14	Specific-page vandalism 2	vandalism	hidden
653	897	0	0	1	0	0	default	20180123142941	disallow	14	Weird spambot	spam, vandalbot	
654	949	0	0	0	1	0	default	20181225000531		14	SQL Testing filter	test	
655	217	1	0	0	1	0	default	20090928231047	warn,disallow	14	Abdul Rahman Al-Sudais anon vandalism	vandalism	hidden
656	827	1	0	0	1	0	default	20170305092905	disallow	13	Abusive username activity	username_vandalism?	hidden
657	616	0	0	0	1	0	default	20150628135346	warn,disallow	13	disruption of music articles	vandalism	deleted
658	713	1	0	0	0	0	default	20150805150247	disallow	13	Lee Corso	unknown	hidden
659	820	1	0	0	0	0	default	20170102113336	disallow	12	Talk page vandal	vandalism	hidden
660	317	1	0	0	1	0	default	20100413092702	warn,disallow	12	Sentry Gun	unknown	hidden
661	580	1	0	0	1	0	default	20160614034639	disallow	12	Airport vandal	vandalism	hidden
662	333	1	0	0	1	0	default	20110310111140	disallow	12	Akraj block evasion - IP socks (live test)	sockpuppetry?, test?	hidden
663	352	1	0	0	1	0	default	20101107190729	disallow	12	Macedonian language multiple AfDs	unknown	hidden
664	884	1	0	0	1	0	default	20180131195533	disallow	12	Nsmutte	sockpuppetry, long_term_abuse, personal_attacks, harassment	Hidden; https://en.wikipedia.org/wiki/Wikipedia:Sockpuppet_investigations/Nsmutte/Archive ; https://en.wikipedia.org/wiki/Wikipedia:Long-term_abuse/Nsmutte ; “In February 2016 they started creating accounts to impersonate Bonadea instead, in an obvious effort to falsely implicate Bonadea for sockpuppetry and put their contributions up for deletion”
665	654	0	0	0	1	0	default	20150119183842		12	Jetania vandalism	vandalism; hoaxing	deleted; “Long term vandal (see [[Wikipedia:Sockpuppet_investigations/HoshiNoKaabii2000/Archive]]) often inserts fake country 'Jetania' into pages. Log only for a few days.”; “Deleting, incorporated into filter 16. -- Samwalton9,”
666	929	0	0	1	0	0	default	20180826201614		12	LTA Hydro	long_term_abuse; bad_style?; unencyclopedic	“long term editor attempting to use WP as a soap box for a domain name dispute”
667	683	1	0	0	1	0	default	20160614040802		12	New users removing sections from the Reference Desk	vandalism?	hidden
668	462	1	0	0	1	0	default	20120820155230	disallow	12	Serial harassment of MuZemike	harassment	hidden
669	219	0	0	0	1	0	default	20090803161738		12	Arbcom requested filter (FOFF)	stupid_vandalism, personal_attack?	filters “fuck you” and “fuck off”
670	780	0	0	0	0	0	default	20160812030457		11	Addition of interlanguage links	maintenance, vandalism?	hidden; “Reason: Interwikis are now handled by Wikidata.”; “Disabling. Too infrequent and for the good-faith edits I'm not too happy with even throwing a warning ~MA 2016.08.11”
671	556	1	0	0	1	0	default	20161012202550	disallow	11	Impersonation usernames	vandalism, harassment?	hidden
672	332	1	0	0	1	0	default	20100522071643		11	J.delanoy vandal	vandalism	hidden
673	598	1	0	0	1	0	default	20140102175720	warn,disallow	11	Template redirect protection	vandalism?	hidden
674	158	0	0	0	1	0	default	20090617081158	disallow	11	Bill Posey = alligator child	stupid_vandalism?, personal_attack?	deleted
675	451	1	0	0	1	0	default	20130404081107	disallow	11	IP attacks	vandalism?	hidden
676	727	0	0	0	0	0	default	20160126000441		11	Samwalton9 test filter	test	hidden
677	500	1	0	0	1	0	default	20160929181057	disallow	11	Sock	sockpuppetry	hidden
678	758	1	0	0	0	0	default	20160426065334		11	Block evading editor	vandalism?	hidden
679	776	1	0	0	1	0	default	20160829162005	disallow	10	Prolific socker IV (update)	sockpuppetry	hidden
680	290	0	0	0	1	0	default	20100312022427		10	172 Filter	vandalism, sockpuppetry, personal_attacks	“The following is a discussion about ongoing AOL vandalism, and what to do about it. There has been a proposal to softblock the entire 172.x range of AOL.”; “Disabled since the pages are protected. False positives suggest we should expect 1-4 per day if this were to go live. While the pages are protected, there is no reason to leave this active. -- Shirik 14 Feb 2010”
681	36	1	0	0	1	0	default	20090830005032	warn,disallow	10	SEO push University of Atlanta	seo	deleted; hidden
682	817	1	0	0	0	0	default	20170104011726	disallow	10	Obamacare vandalism	vandalism	hidden
683	824	1	0	0	0	0	default	20170418153256	disallow	10	Zeitgeist	unknown	hidden
684	343	0	0	0	1	0	default	20100920023444		10	Keemstar vandalism	vandalism	hidden;
685	603	1	0	0	0	0	default	20160405110310	warn	10	Special case of reverting XLinkBot reverts	vandalism?	hidden; disabled; who’s reverting the bots reverts? The admins with help from the filter, or a vandal whose edits are being filtered? Probably last one, since filter action is set to warn
686	533	1	0	0	1	0	default	20160614033928	disallow	9	Balun link spammer	spam,	hidden
687	291	1	0	0	1	0	default	20100808081955		9	Prolific Seelincolshire Sock puppetry	sockpuppetry	hidden
688	810	1	0	0	1	0	default	20161213162548		9	Suix vandal	vandalism	hidden
689	315	1	0	0	1	0	default	20100808081913		9	Garbled content	vandalism, silly_vandalism?	hidden
690	74	0	0	0	1	0	default	20090320212342		9	Unwikified text added to end of article	good_faith	
691	353	1	0	0	1	0	default	20100819063503	disallow	9	Blackout vandalism	vandalism	hidden
692	468	1	0	0	1	0	default	20160614032907		9	Fixing vandal	vandalism	hidden
693	486	1	0	0	1	0	default	20160614033248	disallow	9	Chilean vandal	vandalism	hidden
694	248	1	0	0	1	0	default	20110310110852	disallow	9	Memphis Music Spam	spam,	hidden
695	764	1	0	0	1	0	default	20170402074700	disallow	9	Shirik's Refdesk Filter	unknown	hidden
696	530	1	0	0	1	0	default	20130228170555	disallow	8	Writ Keeper's test filter	test	
697	22	1	0	0	1	0	default	20160812194447	disallow	8	New accounts mentioning the abuse filter	unknown	hidden
698	284	1	0	0	1	0	default	20100214192857	disallow	8	Image vandalism	image_vandalism	hidden
699	802	1	0	0	0	0	default	20170716170553		8	Teenage Fairytale Dropouts LTA	long_term_abuse	hidden
700	611	1	0	0	1	0	default	20160818174003	disallow	8	Persistent talk page abuse from IP ranges III	abuse?, take_page_vandalism	hidden
701	371	1	0	0	1	0	default	20110310111531		8	Reference desk trolling	trolling?, vandalism?	hidden
702	908	1	0	0	0	0	default	20180809162142		8	Si Thu Moe Min	sockpuppetry?	hidden; probably https://en.wikipedia.org/wiki/User:Si_Thu_Moe_Min
703	153	1	0	0	1	0	default	20090928230922	disallow	8	Sock deterrance	sockpuppetry?	hidden
704	932	0	0	1	0	0	default	20180912225448		8	"Adding ""theknot.com"" into BLP articles"	seo?, vandalism?, spam?	
705	679	1	0	0	1	0	default	20150518215516		8	Possible offensive redirect	vandalism	hidden
706	729	1	0	0	0	0	default	20160126162749		8	Vandalism from Santa Cruz Coe	vandalism	hidden
707	514	0	0	0	1	0	default	20170402073819	warn	7	Legoktm's test filter	test	
708	8	0	0	0	1	0	default	20090819175717		7	Self-redirect	vandalism?, good_faith?, bug?	
709	324	1	0	0	1	0	default	20160904145949	disallow	7	Possible edits by Fraberj	sockpuppetry?	hidden; see https://en.wikipedia.org/wiki/User:Fraberj
710	327	1	0	0	1	0	default	20101107191330	disallow	7	Special TFA filter	unknown	Hidden; TFA = Today’s featured article
711	857	1	0	0	1	0	default	20170522203213	disallow	7	DigitalRavan	unknown	hidden
712	108	0	0	0	1	0	default	20090327021159		7	Hangon Tag	good_faith	deleted; “Its very common for new users who'se articles have been tagged for speedy deltion and gotten a talk page message about it to add the hangon tag there rather than on the article itself,”
713	927	1	0	1	0	0	default	20181028205638		7	LTA 927	long_term_abuse	
714	695	1	0	0	1	0	default	20181104191958		7	Long term vandal	long_term_abuse	
715	444	1	0	0	1	0	default	20130404081005	disallow	7	Pezzuto, Ivo references		
716	208	0	0	0	1	0	default	20090830005614		7	Removal of WebCite URLs		
717	245	1	0	0	1	0	default	20110310110845	disallow	7	AN and AN/I abuse		
718	275	1	0	0	1	0	default	20100329231511		6	New users moving featured articles		
719	38	1	0	0	1	0	default	20090807112247	warn,disallow	6	Argentina nuclear energy IP hopper		
720	57	0	0	0	1	0	default	20090327103250		6	Creation of attack page titles		
721	70	1	0	0	1	0	default	20090321081152		6	Unusual move reason		
722	347	1	0	0	1	0	default	20190105155520	warn,disallow	6	Yet another test filter		
723	612	1	0	0	1	0	default	20140602034412	disallow	6	Wrestling pusher		
724	870	1	0	0	0	0	default	20180821180549	disallow	6	nowiki phishing		
725	903	1	0	0	0	0	default	20181108021307	disallow	6	neocatechumenal way		
726	401	0	0	0	1	0	default	20120808231528	disallow	6	"""Red hair"" vandalism"		
727	418	1	0	0	1	0	default	20170402073605	disallow	6	User is Shirik (test filter)		
728	421	0	0	0	1	0	default	20120808231722		6	Engvar filter		
729	428	1	0	0	1	0	default	20120808231734		6	Image abuse		
730	207	0	0	0	1	0	default	20090830005600		6	Non-admins reviewing unblock requests		
731	214	0	0	0	1	0	default	20090728230153		6	Creating articles with title contained in username		
732	512	1	0	0	1	0	default	20160614033654		5	Long-term pattern abuse IV		
733	20	0	0	0	1	0	default	20160812193140		5	"Saying ""The abuse filter will block this"""		
734	540	1	0	0	1	0	default	20130329222146	disallow	5	Temporary filter		
735	801	1	0	0	1	0	default	20161113203914		5	Prolific_socking_IPs		
736	49	1	0	0	1	0	default	20160813234857		5	Hina spam		
737	571	1	0	0	1	0	default	20160614034525	disallow	5	Persistent Disruption		
738	69	1	0	0	1	0	default	20090321185406		5	Unusual title change 2		
739	842	1	0	0	0	0	default	20170314161944	disallow	5	Talk page abuse		
740	338	0	0	0	1	0	default	20100618045125		5	Vuvuzela vandalism		
741	858	0	0	0	1	0	default	20181211182505		5	Anime vandal filter		
742	610	1	0	0	0	0	default	20160818173520	disallow	5	Turkish Vandal		
743	355	1	0	0	1	0	default	20110310111343	disallow	5	Misc vandal		
744	109	1	0	0	1	0	default	20090617081623	warn,disallow	5	Fleshlight		
745	392	1	0	0	1	0	default	20150212181750	disallow	5	/v/		
746	658	0	0	0	1	0	default	20150123194720	disallow	5	Disallow moving articles to the Topic namespace		
747	952	1	0	0	1	0	default	20181230215051		5	Image vandalism IV		
748	476	1	0	0	1	0	default	20160614032919	disallow	5	Kingdom of Sardinia		
749	748	0	0	0	1	0	default	20160420045626		5	pp-30-500 editing restriction		
750	286	1	0	0	1	0	default	20100204022213	warn,disallow	4	Tokusatsu Vandal		
751	40	0	0	0	1	0	default	20090325082823		4	Detect deaths		
752	318	1	0	0	1	0	default	20100416220302	disallow	4	School attacks		
