	af_id	af_hidden	af_global	af_enabled	af_deleted	af_throttled	af_group	af_timestamp	af_actions	af_hit_count	af_public_comments	manual_tags	notes
245	755	1	0	0	0	0	default	20190104181502		981	LTA trolling	vandalism, harassment?	hidden; LTA=long term abuse
246	7	1	0	0	1	0	default	20160812192554		972	AnonTalk	misc	hidden, deleted
247	834	1	0	0	1	1	default	20170204214625		961	Possible attacks on other users	vandalism?, harassment?	hidden, deleted;
248	879	0	0	1	0	0	default	20181219090944	warn	943	Possible malformed edit	good_faith?	
249	815	1	0	1	0	0	default	20170831173447	disallow	936	TV vandal	vandalism	hidden
250	341	1	0	0	1	0	default	20160614031549	disallow	925	Persistent talk page abuse from IP ranges	harassment?, vandalism?	hidden, deleted
251	600	1	0	0	0	0	default	20150602162717	tag	924	Adding Image to Template	vandalism?	hidden
252	934	0	0	0	1	0	default	20181107195116	disallow	915	Unconfirmed users creating mainspace articles	wiki_policy?	deleted; https://phabricator.wikimedia.org/T204016
253	529	0	0	0	1	0	default	20150625141130	warn,disallow	913	chartnews	bad_style?	deleted
254	534	1	0	0	0	0	default	20151231173918	disallow	912	Preuss filter	misc	hidden
255	859	1	0	0	1	0	default	20181104194110	disallow	856	LTA #859	vandalism?, harassment?	hidden, deleted
256	477	1	0	0	1	0	default	20160614032941	warn	854	Chinese pattern spambots	spam?, misc?	hidden, deleted
257	899	0	0	1	0	0	default	20180412201446		826	"Adding ""The Sun"" or ""Dailystar"" to BLPs"	wiki_policy?, biased_pov?, bad_style?	
258	739	1	0	1	0	0	default	20170416123534	disallow	821	User talk vandal	vandalism?, harassment?	hidden
259	398	1	0	0	0	0	default	20180426150503	throttle	802	Test filter 398	test	hidden
260	485	0	0	0	1	0	default	20160614033239	warn	797	Prevent malicious edits by browser extension	vandalism?, bug?	deleted; “Merged into 345. - KoH“
261	422	1	0	0	0	0	default	20150625143905	disallow	794	Possible template vandalism	vandalism	
262	388	1	0	0	1	0	default	20150212173548		783	Unusual redirect III	misc	hidden
263	405	1	0	0	1	0	default	20160614032241		776	Verizon vandal	vandalism	
264	708	0	0	0	0	0	default	20151104174320		765	SPI page moves	misc	
265	543	1	0	0	1	0	default	20130402134200		754	XKCD April Fools' Day 2013 vandalism	vandalism	misc, hidden
266	872	1	0	0	0	0	default	20180711125807	disallow	748	SK Sock	sockpuppetry	hidden
267	941	1	0	0	0	0	default	20181114151253	disallow	747	proxy abuse	vandalism?	hidden
268	812	0	0	1	0	0	default	20161212220959	disallow	726	Unreasonably large addition of content	vandalism?	
269	915	1	0	1	0	0	default	20190104181216		719	Personal testing filter for Cyberpower678	test	
270	762	1	0	1	0	0	default	20180126230139	disallow,tag	716	TV/Movie spammer	vandalism, spam?	
271	642	0	0	1	0	0	default	20181023194832	disallow	712	OTRS template added by non-OTRS member (global)	good_faith?,	from comments: “This filter is easy to subvert so assume we are mainly looking at good faith, or naive bad faith edits.
272	146	1	0	0	1	0	default	20120808231158		710	Keith Bridgeman vandalism	vandalism	
273	856	0	0	1	0	0	default	20180412170902		687	Non-admin removing revdel templates	good_faith?, vandalism?	
274	99	0	0	0	1	0	default	20090408125315		686	Edits to an other user's userspace	good_faith?, vandalism?	deleted
275	651	1	0	1	0	0	default	20150826005013	warn,disallow	685	AfricaTanz	misc	hidden
276	433	1	0	0	1	1	default	20120808231801		684	University of Oklahoma spelling vandal	vandalism	hidden
277	624	1	0	0	0	0	default	20180424211305		680	CheckUser Sock block	sockpuppetry	hidden
278	946	1	0	1	0	0	default	20190104123050	throttle,warn	657	LTA 946	vandalism?	hidden
279	918	1	0	1	0	0	default	20180912233708		650	LTA 918	vandalism?	hidden
280	563	1	0	0	1	0	default	20160614034434		643	Graham W Phillips	misc	hidden
281	765	0	0	0	0	0	default	20171025201214	tag	620	Unnecessary syntax in translated articles	good_faith?, bug?	“2016-06-01: Disabled because of unnecessary warnings shown while editing translations.”
282	799	1	0	1	0	0	default	20181216194154	throttle,disallow	610	Ref Desk Nazi	misc	hidden
283	601	1	0	0	0	0	default	20150218071840	disallow	606	Colton Cosmic	misc	hidden
284	864	1	0	1	0	0	default	20180128000704	disallow	601	Kargbo Spammer	misc	hidden
285	123	0	0	0	1	0	default	20120808231142	warn,disallow	599	New users moving other users' pages	vandalism?, good_faith?	deleted
286	445	1	0	0	1	0	default	20130404081019	throttle,disallow	596	Disruptive user threatening self harm	vandalism?, harassment?	hidden
287	519	1	0	0	0	0	default	20140407012139		588	Possible sockpuppets	sockpuppetry	
288	587	1	0	0	1	0	default	20140102185135	warn,disallow	585	Inappropriate external links	vandalism?	hidden
289	386	1	0	0	1	0	default	20110602033814	throttle	582	Throttle IP talk page creation	vandalism?	hidden
290	880	1	0	1	0	0	default	20180626171659	disallow	572	Vote (X) for Change	vandalism?, long_term_abuse?	hidden; https://en.wikipedia.org/wiki/Wikipedia:Long-term_abuse/Vote_(X)_for_Change
291	269	1	0	0	1	0	default	20110310111002	warn,disallow	566	TFA Vandalism	vandalism	
292	526	0	0	0	1	0	default	20150625141156	warn	560	hot100brasil insertions	vandalism?, biased_pov?	
293	436	1	0	0	1	0	default	20170402073639		557	Sole Soul's test filter	test	
294	786	1	0	0	1	0	default	20170120213451		555	LTA_Check-B13	long_term_abuse	if we decide on this label, relable all LTA related filters
295	26	0	0	0	1	0	default	20090404191112		548	Large unwikified additions by new user	good_faith?	deleted
296	369	0	0	0	1	0	default	20110310111517		545	New user editing AFD discussions	wiki_policy?, vandalism?	deleted
297	804	0	0	0	1	0	default	20161111202340		543	Mentions of Trump by new users	vandalism	deleted; “To monitor for Trump-related vandalism following the election. Will disable in a day or so“
298	314	0	0	0	1	0	default	20120808231323	warn	532	User creates article ending with a /	bad_style?, good_faith?	deleted
299	82	0	0	0	1	0	default	20100502011556	disallow	532	Nowiki on urls	vandalism	deleted; “Deleted, superseded by 278 -- Shirik 1 May 2010”
300	195	0	0	0	1	0	default	20150212173400		532	Michael Jackson edit vandalism	vandalism	
301	489	1	0	0	1	0	default	20160614033305		530	Long term IP-hopping abuse, more	vandalism	
302	828	0	0	1	0	0	default	20171102075753	disallow	527	Redirecting talk page	vandalism	“Built to prevent IP disruption of talk pages, tested at 773,”
303	438	0	0	0	1	0	default	20130404080939	warn	521	Warn if create an article: Enter your new article name here	good_faith	deleted
304	847	1	0	1	0	0	default	20181104193816	disallow	512	Sandbox troll (WP:LTA/SBT)	long_term_abuse?, vandalism?	hidden
305	661	0	0	0	1	0	default	20150625135307	warn,disallow	495	unsourced section added to awards article	biased_pov, bad_style	“Filter deleted. Completely inappropriate use of edit filter. --Reaper 2015-06-25” //Why?
306	215	1	0	0	1	0	default	20100502011708	throttle,disallow	489	AnonTalk 2	misc	hidden
307	809	1	0	1	0	0	default	20181111190314	disallow	487	SPI disruption	misc	hidden
308	829	1	0	0	0	0	default	20171014180255		487	Possible article hijacking	vandalism?, long_term_abuse?	hidden
309	742	1	0	0	0	0	default	20190105155622	throttle,disallow	487	BT UserTalkPage stalker	harassment?	hidden
310	43	0	0	0	1	0	default	20090928191833		480	New user removing AfD comments	wiki_policy?, vandalism?	deleted
311	770	0	0	0	0	0	default	20180424233552		474	Causing death vandal	vandalism	disabled
312	393	0	0	0	1	0	default	20110422015403		469	Ice hockey statistics	wiki_policy?	"Deleted; ""WP:HOCKEY has a guideline that strongly discourages mid-season updates to player statistics, for consistency. This filter picks up on changes if the edit is made directly to the stats section by non-autoconfirmed users.”"
313	221	1	0	0	1	0	default	20091127160908	disallow	469	Japanese police vandal	vandalism	hidden
314	738	1	0	1	0	0	default	20181028130738	disallow	451	Frequently blocked user	long_term_abuse? 	hidden
315	862	0	0	1	0	0	default	20180619145747		442	Arabic string spam	spam? 	
316	835	1	0	1	0	0	default	20181101022927	disallow	437	Temporary vandalism II	vandalism	hidden
317	731	1	0	0	0	0	default	20160818175917		436	Reference desk trolling	vandalism	hidden
318	925	1	0	0	0	0	default	20180910193926		434	Image vandalism	vandalism	hidden
319	541	1	0	0	1	0	default	20160614034004		429	Open proxies	misc	hidden
320	759	1	0	0	0	0	default	20180107124939	disallow	423	Digitalravan‎	misc	hidden
321	66	0	0	0	1	0	default	20160818205325		406	poop vandalism (testing for false positives)	vandalism	
322	545	1	0	0	0	0	default	20140102181040		405	British Railways/Bus vandal	vandalism	hidden
323	133	0	0	0	1	0	default	20090525144424		404	Broken references	good_faith	deleted
324	919	1	0	1	0	0	default	20180929131657	disallow	393	Sockpuppetry from EnglishEfternamn	sockpuppetry	hidden
325	947	1	0	1	0	0	default	20181221074306	throttle,warn	393	LTA 947	long_term_abuse	hidden
326	931	1	0	1	0	0	default	20190103063839	throttle,disallow	383	Image vandalism I	vandalism	hidden
327	311	1	0	0	1	0	default	20160614031414	disallow,tag	382	Lewis Hamilton racism	vandalism,	hidden; politically motivated.. 
328	788	0	0	1	0	0	default	20170309083707	disallow	374	IP removing report from RFPP	vandalism	RFP = Request for page protection
329	212	0	0	0	1	0	default	20090830005619		372	New user placing comments without a header on user talk page	good_faith, vandalism	deleted
330	787	1	0	1	0	0	default	20160814184338	disallow	370	Spicy boy	misc	hidden
331	699	1	0	0	0	0	default	20160218130439		363	3 edit link spam	spam? 	hidden
332	751	1	0	1	0	0	default	20160818181044	disallow	359	Non-notable actor vandal/hoaxer	vandalism?	
333	295	1	0	0	1	0	default	20120808231256	disallow	356	Targeted vandalism by specific vandal	vandalism	deleted
334	505	0	0	0	1	0	default	20150212173600		356	Tag mobile edits	maintenance	deleted
335	170	1	0	0	1	0	default	20100217194949		352	Thailand vandal	vandalism	
336	578	1	0	0	1	0	default	20170402073922	disallow	345	Sockpuppet vandalism	vandalism, sockpuppetry	
337	171	0	0	0	1	0	default	20090708123401		333	Direct use of Template:Dated prod	good_faith?	deleted
338	470	1	0	0	1	0	default	20140102175918	disallow	333	Formula One Racing vandal	vandalism	
339	948	0	0	0	1	0	default	20181219204805		331	Long strings of digits/punctuation in usernames	vandalism?	
340	442	1	0	0	1	0	default	20120808231813	throttle,disallow	329	Michigan IP hopper	sockpuppetry?, vandalism	
341	575	1	0	0	1	0	default	20160614034602		317	User moved sandbox from user space	good_faith?, vandalism?	
342	913	1	0	0	0	0	default	20180722030313		311	Wikipedia:Long-term abuse/Best known for IP (Secondary)	long_term_abuse	
343	523	1	0	0	1	0	default	20160614033813	disallow	306	Page creation spammer	spam? 	
344	688	1	0	0	0	0	default	20150910185705		303	Beals	misc	
345	909	1	0	1	0	0	default	20181218190852	disallow	299	Cutler Vandal	vandalism	
346	114	1	0	0	1	0	default	20091127160900	throttle	293	sleeper socks	sockpuppetry	
347	937	1	0	1	0	0	default	20181017194051		291	Qwertywander long-term abuse	long_term_abuse	
348	871	1	0	1	0	0	default	20180930182420	disallow	284	Sock Filter	sockpuppetry	
349	461	0	0	0	1	0	feedback	20130411173111	disallow	283	Feedback: Vandalism in all caps	vandalism, harassment?	
350	213	1	0	0	0	0	default	20141203172039	disallow	281	Saban troll	vandalism?	
351	698	0	0	0	1	0	default	20170402074230	warn,disallow	277	500 edits / 30 days editing restriction	wiki_policy?	deleted
352	10	1	0	0	1	0	default	20120808231116	warn,disallow	276	Unusual change in title length	misc	hidden
353	192	0	0	0	1	0	default	20090830005509		276	Direct use of stub categories in articles	misc	deleted
354	639	1	0	1	0	0	default	20181129210721	disallow	272	persistent block evasion	vandalism	
355	415	1	0	0	1	0	default	20120808231618	disallow	270	New user possibly editing an image on a template	vandalism?, good_faith?	hidden
356	944	1	0	1	0	0	default	20190105165750	disallow	267	Image vandalism III	vandalism	
357	916	1	0	1	0	0	default	20180727162648	disallow	264	LTA #916	long_term_abuse	
358	852	1	0	0	0	0	default	20180503164107	disallow	261	Birth/death place vandal	vandalism	
359	889	1	0	1	0	0	default	20190104181037	disallow	260	Persistent PA	vandalism?	
360	389	1	0	0	1	0	default	20120202004752	throttle,disallow	258	Attacks on user talk pages	vandalism, harassment	
361	177	1	0	0	1	0	default	20100808082118		254	User:Television Radio	misc	hidden
362	709	1	0	0	0	0	default	20161113234140	disallow	254	LTA filter	long_term_abuse	
363	331	1	0	0	1	0	default	20120202004540	disallow	249	Megafauna vandal	vandalism	
364	72	1	0	0	1	0	default	20100808081441		248	Unusual move throttle	vandalism?, good_faith?	hidden
365	367	0	0	0	1	0	default	20111116104702		246	New users adding multiple nowiki groups to articles	vandalism	deleted
366	617	0	0	0	1	0	default	20150628135438	disallow	242	Mathias Sandell	vandalism?	deleted
367	454	1	0	0	1	0	default	20130404081123		242	One time account spam bot	spam? 	hidden
368	622	1	0	0	1	0	default	20160614035415	disallow	235	Genre edit-warring	edit_war?	hidden
369	608	1	0	0	0	0	default	20140827012916	disallow	232	Banned user	long_term_abuse? 	hidden
370	383	1	0	0	1	0	default	20110419184841		230	proxy vandalbot	vandalism?	hidden
371	902	1	0	0	0	0	default	20180318173847		230	Article creation as newly confirmed editor	vandalism?	hidden
372	56	1	0	0	0	0	default	20181018235046	disallow	229	Inappropriate CSS code in article space	vandalism?	hidden
373	103	0	0	0	1	0	default	20090928230911	warn	229	Uncyclopedia	vandalism	deleted
374	493	1	0	0	1	0	default	20160614033439		229	New Rochelle Sock	sockpuppetry	
375	901	0	0	1	0	0	default	20181210211356	warn	228	Possible Drumpf plugin	vandalism	
376	757	1	0	1	0	0	default	20160515151910	disallow	228	Persistent IP-hopping troll	vandalism?, sockpuppetry?	
377	718	1	0	1	0	0	default	20180929200924	disallow	227	Prolific socker III	sockpuppetry	
378	854	0	0	0	0	0	default	20180507162052	disallow	225	Airport ref removal	vandalism?	
379	115	1	0	0	1	0	default	20091127160912	throttle,blockautopromote	225	sleeper socks II	sockpuppetry	
380	920	1	0	0	0	0	default	20181220031632	throttle	225	Possible sockpuppetry from EnglishEfternamn	sockpuppetry	
381	200	0	0	0	1	0	default	20150212173422		224	Removal of PROD templates	maintenance?	“disabled. the filter was not designed to be a part and parcel of a bots operation. see also [[Wikipedia talk:EF#Filter 200]]“
382	258	1	0	0	1	0	default	20160820182124		223	General Tojo II	misc	
383	744	0	0	0	0	0	default	20161229052127		222	Removal of TemplateData	misc	
384	19	0	0	0	1	0	default	20100106172826		221	"Replacement of ""partition of India"" with ""independence of Pakistan"""	politically_motivated?	
385	166	1	0	0	1	0	default	20181104190546	disallow	219	Singapore vandal	vandalism	
386	710	1	0	0	0	0	default	20170512133554	disallow	219	Muhammad vandal	vandalism	
387	886	1	0	0	0	0	default	20181115202503	throttle,disallow	217	LTA socking	long_term_abuse, sockpuppetry	
388	426	1	0	0	1	0	default	20160614032543		215	TV station sockpuppeteer	sockpuppetry	
389	640	0	0	0	1	0	default	20150628135317	warn,disallow	213	VEVO	biased_pov?, spam?	introduce unreliable_sources tag?
390	234	1	0	0	1	0	default	20110310110753	disallow	208	Alexcas11 sockpuppets	sockpuppetry	
391	928	0	0	1	0	0	default	20180909185830	warn	207	Transclusion of userpages	good_faith	
392	681	1	0	0	0	0	default	20150531155632	throttle	206	possible vandalism in NS4	vandalism	
393	465	1	0	0	0	0	default	20140823212744	disallow	201	FIFA IP hopper from Lima, Peru	sockpuppetry?, vandalism?	
394	648	1	0	0	0	0	default	20181023224322	disallow	195	Long-term abuse using Korean	long_term_abuse	
395	808	1	0	0	1	0	default	20170509191107	disallow	194	Dead rat/Woomoo vandal	vandalism	
396	441	1	0	0	1	0	default	20160905181512	disallow	194	Sports forum spammer	spam? 	
397	210	1	0	0	1	0	default	20090928231101		193	MGM/other studio	misc	
398	917	1	0	1	0	0	default	20181210172142	disallow	192	Prevent the addition of Daniel C. Boyer	vandalism?, edit_warring?, biased_pov?	https://en.wikipedia.org/wiki/Wikipedia:Problem_users/Daniel_C._Boyer
399	287	1	0	0	0	0	default	20180412195649	disallow	190	Sanders conspiracies	vandalism	
400	885	1	0	1	0	0	default	20181219130402	disallow	190	LTA 885	long_term_abuse	
401	469	1	0	0	1	0	default	20130718155314		190	Shirik's Test Filter	test	
402	811	1	0	0	0	0	default	20180514225222	disallow	189	Aaron Christopher	misc	
403	597	1	0	1	0	0	default	20170912210315	disallow	189	Europefan	misc	
404	424	1	0	0	1	0	default	20110828130927		189	Repeatedly blocked user --  testing-only rule for filter 425	test	
405	13	1	0	0	1	0	default	20160812192945	warn,disallow	188	Knave vandalism	vandalism	
406	560	0	0	0	0	0	default	20150212181334	warn	185	"The ""truly"" vandal"	vandalism	
407	865	1	0	1	0	0	default	20170718220342		182	maghsoudi	unknown	
408	377	0	0	0	1	0	default	20110107070532		175	Large not english contributions 2 (test only)	test	
409	866	1	0	0	0	0	default	20180424212727		173	Temporary article title watch	unknown	
410	666	1	0	0	0	0	default	20160628072635	disallow	172	Aas Mohammad	unknown	
411	689	0	0	0	1	0	default	20160614040958	warn,tag	170	Chicken fucker vandalism	vandalism	
412	161	0	0	0	1	0	default	20090617131429		169	Overlinking	misc	“ Disabled, per RAF, too many false positives to be useful. -DF”
413	790	1	0	0	0	0	default	20170325041629		162	Nationality inventions	vandalism?	
414	798	0	0	1	0	0	default	20161010230835		162	Possible copyvio for image upload	copyright	
415	676	1	0	0	0	0	default	20180222215913	disallow	160	Highway vandal	vandalism	
416	722	0	0	0	0	0	default	20170207181842		158	Please Accept	good_faith?	disabled
417	235	0	0	0	1	0	default	20090928231159		157	Your mom jokes	vandalism?	
418	674	0	0	0	0	0	default	20161015072323	disallow	156	Long term infobox vandal	vandalism, long_term_abuse?	
419	906	1	0	1	0	0	default	20180721164347	disallow	154	Alan Jackson Vandal	vandalism	
420	745	1	0	0	0	0	default	20170228011409		154	Talk page abuse	vandalism	
421	63	1	0	0	1	0	default	20091127160855	disallow	150	Abusive unblock denials	vandalism?, abuse?	Hidden; what would be the difference between an “abuse” and a “vandalism” tag?
422	278	1	0	0	1	0	default	20120202004634		149	Possible copyright violations	copyright	
423	104	0	0	0	1	0	default	20150212173322	warn	149	Helpme and Adminhelp	good_faith?	“Disabled per talk page discussion. Very expensive and by their nature the helpme tags will draw users' attention to their erroneous usage. -x”
424	168	0	0	0	1	0	default	20090830005433	warn	148	Non-admins responding to unblock requests	good_faith	"according to comments; “Unneeded, already seen by a bot. Disabled. -Prodego”
"
425	542	1	0	0	1	0	default	20160614034012		147	Open proxies II	misc	
426	240	0	0	0	1	0	default	20091127160918		147	Used lifetime over/with/as well as existing apparatus	misc	I don’t really get this. Using “lifetime” although a person’s not dead?
427	185	0	0	0	1	0	default	20181104190717		146	Cross-namespace move	maintenance	“ :Non admins do this all the time. Disabled. Talk to me please. -Prodego”
428	430	1	0	0	1	0	default	20130404080919	disallow	145	Various socking spammers	sockpuppetry	
429	737	1	0	0	0	0	default	20180314041327	disallow	145	Christ the Logos	unknown	probably vandalism related to religion
430	876	1	0	0	0	0	default	20190104181014	throttle,warn	144	Derp III	misc/vandalism?	could be vandalism, since there’s a hidden filter called “derp vandalism”
431	785	1	0	0	0	0	default	20160818213434		139	Template doc vandalism	vandalism	
432	125	0	0	0	1	0	default	20090429124019		138	Insertion of repeated phrases	vandalism	deleted
433	653	1	0	0	0	0	default	20150730223741	disallow	136	Infobox vandal	vandalism	
434	190	1	0	0	1	0	default	20091218070146	disallow	134	CrabCore (4chan) - [[Special:Contributions/70.122.90.204]]	vandalism	https://en.wikipedia.org/wiki/Special:Contributions/70.122.90.204
435	743	1	0	0	0	0	default	20180212172048	disallow	133	Prolific socker IV	sockpuppetry	
436	439	1	0	0	1	0	default	20130404080945	disallow	132	Chaosname	unknown	refine misc from unknown
437	881	1	0	1	0	0	default	20180420054127	disallow	131	Excessive scatology	vandalism	
438	492	1	0	0	1	0	default	20120924064810		131	Check for possible persistent IP-hopping abuse	sockpuppetry?	
439	855	1	0	0	1	0	default	20181104193922	disallow	129	LTA (Georgia)	long_term_abuse	
440	734	1	0	0	0	0	default	20171204231846	disallow	127	McAusten	unknown	hidden
441	848	0	0	0	0	0	default	20170505042534		126	Large contributions test filter	test	
442	373	1	0	0	1	0	default	20120807052549		125	Mario96	sockpuppetry?	probably targeted at banned user https://en.wikipedia.org/wiki/User:Mario96; “This account has been blocked indefinitely because CheckUser evidence confirms that the operator has abusively used multiple accounts.”
443	767	1	0	1	0	0	default	20181219232350	disallow	124	Prophecy spam	spam? 	
444	564	1	0	0	1	0	default	20140102181617	disallow	123	block evasion	vandalism?, long_term_abuse?, abuse?	
445	513	1	0	0	1	0	default	20160929181639	disallow	122	Persistent talk page abuse from IP ranges II	harassment?, vandalism?, abuse?	hidden
446	250	1	0	0	1	0	default	20110310110912	disallow	122	Combined pagemove/edit summary vandalism	vandalism	
447	44	1	0	0	1	0	default	20090807112546		121	MAM vandalism	vandalism	
448	144	0	0	0	1	0	default	20100106173410		120	Hiding content of pages	vandalism?, biased_pov?	deleted; “5076 Only catches a few bad-faith edits per month.  Disabling.  -Wknight94” “Filter to (eventually) disallow attempts to hide the content of a page with HTML tags. Will trip for new and unregistered users. - Hersfold “
449	838	0	0	1	0	0	default	20181113040819	warn	119	Main page hello worlds	vandalism?, maintenance? 	“Multiple sources seem to have published a link to the english wikipedia to write via the api sandbox. -- Xaosflux”
450	453	1	0	0	1	0	default	20130404081115	warn,disallow	119	Temporary block on making specific kinds of template edits	vandalism?	hidden
451	596	1	0	0	0	0	default	20160812035607	disallow	117	Elevator vandal	vandalism	
452	281	1	0	0	1	0	default	20100108215922		115	Unwatched BLPs	unknown	hidden
453	723	1	0	0	0	0	default	20160914172157		115	MusikAnimal's test filter	test	
454	706	1	0	0	0	0	default	20160925183649	disallow	113	Dutch football vandalism	vandalism	
455	455	1	0	0	1	0	default	20120602063353	disallow	113	Bahrani	unknown	hidden
456	434	1	0	0	1	0	default	20160614032622		112	Roman vandal	vandalism	bc of name of filter
457	769	1	0	0	0	0	default	20180403064325	disallow	110	AfD nomination harassment	harassment	bc of name of filter
458	665	1	0	0	0	0	default	20150807184304	disallow	109	revescom	unknown	hidden
459	797	1	0	1	0	0	default	20161009215924	disallow	108	Synth LTA	long_term_abuse	
460	936	1	0	1	0	0	default	20181014164944	disallow	108	LTA 936	long_term_abuse	
461	604	0	0	0	1	0	default	20140303202400		107	Keyboard mashing	vandalism?	
462	663	0	0	0	0	0	default	20150726191722	disallow	107	Techno genre warrior	long_term_abuse?, vandalism?	also “genre_warrior” seems to be a thing: https://en.wikipedia.org/wiki/Wikipedia:Genre_warrior https://en.wikipedia.org/wiki/Wikipedia:Long-term_abuse/Techno_genre_warrior_from_Greece “Disabling, seems to be over. --Samwalton9, 26 July 2015”
463	690	0	0	0	0	0	default	20170512133607	disallow	107	Smoothest Ashu	sockpuppetry	https://en.wikipedia.org/wiki/Wikipedia:Sockpuppet_investigations/Smoothestaashu007/Archive
464	201	0	0	0	0	0	default	20130414054340		106	KoH test filter	test	
465	288	1	0	0	1	0	default	20160824183226	disallow	105	IP reverting/wikistalking by banned user	harassment	
466	266	1	0	0	1	0	default	20160823115247		104	Anti-fundraising trolling	vandalism?, trolling?	should I introduce “trolling”? What be the difference to “vandalism” and further tags?
467	506	1	0	0	1	0	default	20140102180029	disallow	104	Broadway Hoaxer	vandalism?	hidden
468	507	1	0	0	1	0	default	20160929181209	disallow	100	Vandalism	vandalism	hidden
469	306	1	0	0	1	0	default	20120808231304	disallow	98	URL obfuscators	vandalism?	
470	843	0	0	1	0	0	default	20170628192710	disallow	98	Prevent new users from creating redirects to [[Donald Trump]]	vandalism, sockpuppetry	https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrators%27_noticeboard/Incidents&oldid=768100852#Vandal_redirects_to_Donald_Trump
471	78	0	0	0	1	0	default	20090517153625		98	Cross-wiki malbot vandals	vandalism	
472	175	1	0	0	1	0	default	20091003121109		98	pioneer courthouse sockfarm vandalism	vandalism, sockpuppetry	
473	818	1	0	0	1	0	default	20170116052714	disallow	97	Old enemy	unknown	
474	385	1	0	0	1	0	default	20120808231407	throttle,disallow	96	Prevent new users from making mass pagemoves	good_faith?, vandalism?	hidden
475	450	1	0	0	1	0	default	20130404081101		96	Vandalizing date articles	vandalism	hidden
476	509	1	0	0	1	0	default	20160614033636	disallow	91	Long-term pattern abuse III	long_term_abuse	hidden
477	634	1	0	0	1	0	default	20160614035827	warn,disallow	90	Long-term sock attack	long_term_abuse, sockpuppetry	hidden
478	229	1	0	0	1	0	default	20091127160918	throttle,warn,disallow	90	Hidden comments by new users	vandalism?	hidden
479	625	0	0	0	1	0	default	20140928195427		89	Yolo Swag 2	vandalism?	from the comments: “More strict version of Filter 614” (which Is called “yolo swag and other vandalism trends”
480	516	1	0	0	1	0	default	20160614033733	disallow	88	Celebrity vandal	vandalism	
481	583	1	0	0	1	0	default	20140102182326		87	Serial sockpuppet article creations	sockpuppetry	hidden
482	595	1	0	0	1	0	default	20181104191245	warn,disallow	86	Animal welfare IP hopper	sockpuppetry?	hidden
483	71	1	0	0	1	0	default	20090320184133	throttle	84	Unusually long pagemove edit summaries	unknown	hidden; I can’t quite label this
484	844	1	0	0	0	0	default	20170716153910	disallow	84	Test filter	test	
485	140	1	0	0	1	0	default	20090928231118	disallow	84	Long-term harassment case	harassment, long_term_abuse	
486	703	0	0	0	1	0	default	20150713211356		82	Edit summary only consists of article title	biased_pov, bad_style	“Intended to catch IP-hop vandal adding unsourced information to actor/film articles.--Darkwind 2015-07-02” ← how on earth are you trying to catch this with a filter that checks “(user_age == 0) & (article_namespace == 0) & (summary == article_text)” ??
487	725	1	0	0	0	0	default	20151114190802	disallow	82	Long term title vandal	vandalism	hidden
488	228	1	0	0	1	0	default	20160820181427		82	AnonTalk 3	unknown	hidden
489	557	1	0	0	1	0	default	20161012203159	disallow	80	Freewill vandal	vandalism	hidden
490	165	1	0	0	1	0	default	20090512070119	disallow	79	Image vandalism	vandalism	hidden
491	800	1	0	0	0	0	default	20170315083000	disallow	78	ranpini	unknown	hidden
492	779	1	0	0	0	0	default	20160824134445	disallow	77	Manga EL spam	spam? 	hidden
493	525	1	0	0	1	0	default	20140102180250	disallow	77	Sock vandal User:Danrolo	vandalism, sockpuppetry	https://en.wikipedia.org/wiki/User:Danrolo
494	305	1	0	0	1	0	default	20100404194255	throttle,disallow	77	Potential sleeper accounts	sockpuppetry?	Hidden; or what are sleeper accounts?: https://en.wikipedia.org/wiki/Wikipedia:Sleeper_account
495	576	1	0	0	1	0	default	20160614034611	disallow	77	Dantherocker1	sockpuppetry?	hidden; https://en.wikipedia.org/wiki/User:Dantherocker1
496	116	1	0	0	1	0	default	20170402073422	disallow	77	Persistent vandal creating redirects	vandalism	hidden
497	888	1	0	0	0	0	default	20181208131357	disallow	77	IP bot editing	vandalism?	hidden
498	131	0	0	0	1	0	default	20091127160905	warn,disallow	76	Removal of controversial images	religious_vandalism?	“People tend to watch controversial images, so this shouldn't be needed. Rarely triggered too. Disabled. -Prodego”
499	694	0	0	1	0	0	default	20181023223653	disallow	74	Moves to or from the Module namespace	good_faith	“These types of moves don't do what users expect”; “Module namespace (prefix Module:): contains Scribunto modules – Lua scripts implementing special-purpose parser functions for use in templates, beyond the basic set included with MediaWiki and its extensions.”
500	585	1	0	0	1	0	default	20140102182111	disallow	72	New user removing own name from AIV	vandalism?	AIV=Administrator Intervention Against Vandalism
501	868	1	0	1	0	0	default	20180809162025	disallow	71	Template vandalism	vandalism	
502	547	1	0	0	0	0	default	20170605190343	disallow	70	Cat Creek	unknown	hidden
503	922	1	0	0	0	0	default	20181104190106	disallow	70	Abusive messages on RfA-related pages	vandalism?, abuse?	
504	459	1	0	0	0	0	default	20160718155146	disallow	70	Long-term block evasion	long_term_abuse? 	
505	584	1	0	0	1	0	default	20160614034706		65	Improper Template Usage by New User	good_faith?, vandalism?	probably rather vandalism, since filter is hidden
506	567	1	0	0	1	0	default	20160614034452	disallow	64	Disruptive CSD nominations	vandalism?, harassment?	CSD=Criteria for Speedy Deletion
